Fe_pred,S_pred,Cu_pred,MET_pred
11.39,1.17,0.04,0.37
14.27,2.09,0.08,0.27
14.37,2.09,0.08,0.27
14.49,2.09,0.08,0.27
42.39,9.43,0.14,0.15
42.64,9.2,0.14,0.15
42.87,8.98,0.14,0.15
43.09,8.76,0.14,0.15
43.4,8.43,0.14,0.15
43.75,8.1,0.14,0.15
44.09,7.81,0.14,0.14
44.43,7.53,0.14,0.14
44.77,7.23,0.14,0.14
45.09,6.95,0.14,0.14
45.41,6.7,0.14,0.14
45.72,6.48,0.13,0.14
46.07,6.24,0.13,0.13
46.43,5.99,0.13,0.13
46.84,5.76,0.12,0.13
47.22,5.57,0.12,0.13
39.21,4.37,0.12,0.18
39.32,4.33,0.12,0.18
39.26,4.45,0.12,0.18
36.85,3.96,0.08,0.16
36.96,3.93,0.08,0.16
30.92,2.78,0.06,0.18
32.57,2.92,0.05,0.18
32.6,2.93,0.05,0.18
35.63,3.41,0.06,0.16
34.82,3.39,0.05,0.17
40.12,3.89,0.15,0.2
46.09,5.4,0.12,0.13
53.15,7.83,0.14,0.09
53.21,7.75,0.14,0.09
53.27,7.68,0.14,0.09
53.33,7.6,0.14,0.09
53.38,7.52,0.14,0.09
53.43,7.45,0.14,0.09
53.5,7.37,0.14,0.09
53.56,7.29,0.14,0.1
53.62,7.21,0.14,0.1
53.67,7.13,0.14,0.1
53.73,7.06,0.14,0.1
53.79,6.98,0.14,0.1
53.84,6.92,0.14,0.1
53.24,5.3,0.12,0.11
54.08,4.34,0.11,0.1
53.08,3.93,0.11,0.11
53.16,3.94,0.11,0.11
53.2,3.95,0.11,0.11
53.24,3.95,0.11,0.11
53.02,3.94,0.11,0.11
53.52,3.93,0.11,0.11
53.79,3.98,0.12,0.11
49.22,3.84,0.12,0.14
26.51,2.81,0.11,0.2
33.02,2.53,0.04,0.19
33.04,2.52,0.04,0.19
32.74,2.36,0.05,0.19
40.0,2.84,0.06,0.17
29.57,2.33,0.08,0.22
17.54,1.83,0.11,0.28
13.65,1.3,0.07,0.33
11.19,1.19,0.04,0.37
11.43,1.17,0.04,0.37
11.39,1.16,0.04,0.37
14.23,2.06,0.08,0.27
14.34,2.06,0.08,0.27
14.44,2.07,0.08,0.27
14.55,2.07,0.08,0.27
42.75,9.03,0.14,0.15
42.97,8.8,0.14,0.15
43.27,8.5,0.14,0.15
43.61,8.15,0.14,0.15
43.95,7.8,0.14,0.15
44.32,7.44,0.14,0.14
44.67,7.16,0.14,0.14
45.0,6.87,0.14,0.14
45.32,6.58,0.13,0.14
45.66,6.34,0.13,0.14
46.01,6.1,0.13,0.14
46.38,5.87,0.13,0.13
46.79,5.65,0.12,0.13
47.18,5.47,0.12,0.13
47.53,5.3,0.12,0.13
39.25,4.32,0.12,0.18
39.21,4.43,0.12,0.18
36.85,3.95,0.08,0.16
36.97,3.92,0.08,0.16
30.88,2.8,0.06,0.18
30.86,2.8,0.06,0.18
32.52,2.92,0.05,0.18
36.09,3.05,0.05,0.16
35.99,3.41,0.06,0.16
40.0,3.88,0.15,0.2
46.01,5.36,0.12,0.13
53.14,7.71,0.14,0.09
53.2,7.65,0.14,0.09
53.25,7.57,0.14,0.09
53.31,7.49,0.14,0.09
53.37,7.42,0.14,0.09
53.43,7.34,0.14,0.09
53.48,7.26,0.14,0.09
53.54,7.18,0.14,0.1
53.6,7.1,0.14,0.1
53.66,7.03,0.14,0.1
53.71,6.95,0.14,0.1
53.78,6.87,0.14,0.1
53.82,6.81,0.14,0.1
53.88,6.77,0.13,0.1
53.6,5.36,0.12,0.11
52.9,3.9,0.11,0.11
52.99,3.91,0.11,0.11
53.1,3.93,0.11,0.11
47.68,3.72,0.1,0.13
47.68,3.73,0.1,0.13
46.37,3.84,0.1,0.14
46.87,3.68,0.1,0.14
47.08,3.68,0.11,0.15
53.7,3.98,0.12,0.11
50.57,3.67,0.12,0.13
27.27,2.49,0.1,0.2
26.32,2.67,0.11,0.21
25.34,2.64,0.11,0.22
13.56,1.3,0.07,0.33
13.61,1.29,0.07,0.33
11.26,1.19,0.04,0.37
11.23,1.18,0.04,0.37
11.47,1.16,0.04,0.37
11.17,1.21,0.04,0.37
11.13,1.2,0.04,0.37
14.19,2.04,0.08,0.27
14.3,2.04,0.08,0.27
14.4,2.04,0.08,0.27
14.51,2.04,0.08,0.27
11.01,2.04,0.03,0.3
11.02,2.03,0.03,0.3
43.45,8.22,0.14,0.15
43.79,7.87,0.14,0.15
44.14,7.51,0.14,0.14
44.5,7.15,0.14,0.14
44.85,6.8,0.14,0.14
45.2,6.5,0.13,0.14
45.55,6.22,0.13,0.14
45.91,5.98,0.13,0.14
46.29,5.76,0.13,0.13
46.7,5.57,0.12,0.13
47.08,5.39,0.12,0.13
47.43,5.22,0.11,0.13
47.7,5.1,0.11,0.13
39.3,4.26,0.12,0.18
39.25,4.38,0.12,0.18
36.95,3.92,0.08,0.16
37.07,3.89,0.08,0.16
30.8,2.82,0.06,0.18
32.98,2.98,0.05,0.18
33.6,2.8,0.05,0.19
37.82,2.85,0.09,0.19
42.54,3.51,0.12,0.17
45.83,4.32,0.1,0.14
55.1,5.23,0.12,0.09
55.22,5.98,0.13,0.09
53.26,7.43,0.14,0.09
53.3,7.38,0.14,0.09
53.36,7.31,0.14,0.09
53.41,7.23,0.14,0.09
53.47,7.15,0.14,0.1
53.53,7.07,0.14,0.1
53.59,6.99,0.14,0.1
53.64,6.92,0.14,0.1
53.71,6.84,0.14,0.1
53.77,6.76,0.13,0.1
53.81,6.71,0.13,0.1
53.87,6.67,0.13,0.1
54.31,5.33,0.12,0.1
54.62,4.21,0.11,0.1
51.99,3.81,0.11,0.11
53.06,3.92,0.11,0.11
47.58,3.7,0.1,0.13
47.57,3.71,0.1,0.13
46.68,3.87,0.1,0.13
46.66,3.88,0.1,0.13
43.43,3.77,0.12,0.16
45.79,3.61,0.1,0.15
52.11,3.61,0.11,0.12
51.35,3.47,0.11,0.13
50.13,3.43,0.11,0.13
13.05,1.23,0.05,0.35
13.7,1.38,0.06,0.33
13.6,1.26,0.07,0.33
11.29,1.19,0.04,0.37
11.55,1.17,0.04,0.37
11.51,1.16,0.04,0.37
11.2,1.21,0.05,0.37
11.16,1.2,0.05,0.37
10.68,1.1,0.05,0.38
14.15,2.01,0.08,0.27
14.26,2.01,0.08,0.27
14.36,2.01,0.08,0.27
12.99,1.93,0.06,0.29
11.02,2.02,0.03,0.3
11.03,2.0,0.03,0.3
11.81,2.92,0.05,0.25
12.76,4.03,0.04,0.22
44.31,7.23,0.14,0.14
44.67,6.87,0.14,0.14
45.03,6.5,0.13,0.14
45.43,6.13,0.13,0.14
45.81,5.86,0.13,0.14
46.21,5.65,0.12,0.14
46.61,5.47,0.12,0.13
46.98,5.3,0.12,0.13
47.32,5.14,0.11,0.13
47.56,5.03,0.11,0.13
39.24,4.25,0.12,0.18
39.37,4.21,0.12,0.18
39.29,4.32,0.12,0.18
37.04,3.88,0.08,0.16
37.15,3.87,0.08,0.16
37.71,3.8,0.09,0.16
38.01,3.56,0.1,0.17
36.96,2.79,0.06,0.18
44.69,3.33,0.09,0.15
49.37,3.51,0.09,0.13
57.46,3.78,0.11,0.09
54.83,4.03,0.11,0.1
55.11,5.09,0.12,0.09
55.21,5.77,0.13,0.09
53.36,7.16,0.14,0.09
53.4,7.11,0.14,0.09
53.44,7.04,0.14,0.1
53.5,6.96,0.14,0.1
53.55,6.89,0.14,0.1
53.61,6.8,0.13,0.1
53.68,6.72,0.13,0.1
53.73,6.66,0.13,0.1
53.77,6.61,0.13,0.1
54.23,5.28,0.12,0.1
53.88,5.11,0.12,0.1
52.7,4.0,0.1,0.11
51.35,3.76,0.11,0.11
50.31,3.72,0.11,0.12
43.95,3.49,0.12,0.16
46.0,3.75,0.1,0.14
46.61,3.84,0.1,0.13
47.99,3.83,0.1,0.13
46.94,3.84,0.1,0.13
42.89,3.82,0.13,0.17
40.32,2.88,0.12,0.21
50.08,3.45,0.11,0.13
49.06,3.46,0.11,0.14
49.47,3.46,0.11,0.14
52.46,3.43,0.11,0.12
11.49,1.27,0.03,0.37
11.31,1.19,0.04,0.37
11.59,1.16,0.05,0.37
11.55,1.16,0.05,0.37
11.22,1.22,0.05,0.37
10.74,1.12,0.05,0.38
10.71,1.11,0.05,0.38
9.46,0.8,0.05,0.42
14.14,1.99,0.08,0.27
14.23,1.99,0.08,0.27
12.93,1.91,0.06,0.29
11.01,2.02,0.03,0.3
11.56,2.88,0.05,0.25
12.34,3.99,0.04,0.22
12.47,3.99,0.04,0.22
12.59,3.98,0.04,0.22
12.72,3.98,0.04,0.22
44.89,6.57,0.13,0.14
45.28,6.19,0.13,0.14
45.69,5.81,0.13,0.14
46.13,5.55,0.12,0.14
46.52,5.37,0.12,0.14
46.88,5.21,0.11,0.13
47.19,5.07,0.11,0.13
47.41,4.98,0.11,0.13
47.62,4.91,0.11,0.13
39.31,4.2,0.12,0.18
39.44,4.16,0.12,0.18
39.33,4.26,0.12,0.18
37.13,3.86,0.07,0.16
37.69,3.79,0.09,0.16
37.98,3.57,0.1,0.17
41.99,3.45,0.13,0.19
45.99,3.27,0.09,0.15
52.08,3.51,0.1,0.11
57.44,3.72,0.11,0.09
57.43,3.73,0.11,0.09
57.41,3.74,0.11,0.09
54.82,4.01,0.11,0.1
54.82,4.02,0.11,0.1
55.16,4.92,0.11,0.09
55.18,5.57,0.12,0.09
53.48,6.83,0.13,0.1
53.51,6.77,0.13,0.1
53.57,6.69,0.13,0.1
53.64,6.61,0.13,0.1
53.68,6.55,0.13,0.1
54.12,5.23,0.12,0.1
54.2,5.2,0.12,0.1
52.46,4.67,0.11,0.11
51.87,3.84,0.11,0.11
44.74,3.7,0.11,0.15
44.99,3.68,0.11,0.15
46.52,3.72,0.1,0.14
46.92,3.73,0.1,0.14
45.78,3.65,0.1,0.15
43.99,3.63,0.11,0.16
43.68,3.65,0.11,0.17
47.68,3.72,0.1,0.13
49.47,3.62,0.1,0.12
51.93,3.61,0.11,0.12
49.79,3.46,0.11,0.14
47.88,3.41,0.1,0.14
48.94,3.46,0.11,0.14
55.43,3.0,0.11,0.11
58.79,2.88,0.11,0.09
11.62,1.17,0.05,0.37
11.58,1.16,0.05,0.37
11.25,1.22,0.05,0.37
10.76,1.12,0.05,0.38
10.73,1.11,0.05,0.38
9.47,0.79,0.05,0.42
8.89,0.82,0.04,0.42
19.29,3.17,0.1,0.22
16.25,3.76,0.09,0.22
13.24,3.94,0.08,0.19
11.82,4.19,0.05,0.19
11.93,4.18,0.05,0.19
12.17,3.94,0.04,0.22
12.3,3.94,0.04,0.22
12.43,3.94,0.04,0.22
12.55,3.93,0.04,0.22
12.68,3.93,0.04,0.22
45.56,5.88,0.13,0.14
46.01,5.54,0.12,0.14
46.41,5.32,0.12,0.14
46.76,5.12,0.11,0.13
47.06,5.0,0.11,0.13
47.27,4.93,0.11,0.13
47.47,4.86,0.11,0.13
47.67,4.78,0.11,0.13
39.38,4.15,0.11,0.18
39.26,4.25,0.12,0.18
41.81,4.19,0.13,0.19
41.88,3.87,0.13,0.19
45.33,3.79,0.09,0.14
49.5,3.41,0.08,0.13
46.82,3.22,0.1,0.15
54.8,3.42,0.1,0.1
61.3,3.27,0.11,0.07
61.28,3.29,0.11,0.07
61.27,3.3,0.11,0.07
57.37,3.7,0.11,0.09
57.34,3.71,0.11,0.09
57.33,3.72,0.11,0.09
54.78,4.0,0.11,0.1
55.21,4.78,0.11,0.09
55.21,5.44,0.12,0.09
53.57,6.54,0.13,0.1
53.61,6.49,0.13,0.1
54.07,5.17,0.12,0.1
54.1,5.14,0.12,0.1
53.74,5.0,0.11,0.1
52.77,4.59,0.11,0.11
44.6,3.65,0.11,0.15
44.82,3.62,0.11,0.16
44.84,3.64,0.11,0.16
50.99,3.76,0.11,0.12
51.12,3.78,0.11,0.12
52.7,3.83,0.11,0.12
51.97,3.86,0.11,0.12
46.89,3.68,0.1,0.14
46.86,3.69,0.1,0.14
51.85,3.67,0.11,0.11
54.87,3.66,0.11,0.1
61.84,3.43,0.11,0.07
60.94,3.77,0.11,0.08
60.32,3.94,0.11,0.08
57.9,3.44,0.12,0.09
58.68,3.45,0.12,0.09
62.04,2.36,0.11,0.07
62.04,2.26,0.11,0.07
62.01,2.15,0.11,0.07
10.78,1.13,0.05,0.38
10.75,1.11,0.05,0.38
9.49,0.77,0.05,0.42
8.9,0.81,0.04,0.42
8.68,0.78,0.03,0.43
15.3,3.87,0.09,0.2
12.95,4.16,0.06,0.2
13.11,3.9,0.08,0.19
11.68,4.14,0.05,0.19
11.79,4.14,0.05,0.19
11.9,4.13,0.05,0.19
12.0,4.13,0.05,0.2
12.12,4.12,0.05,0.2
11.23,3.7,0.02,0.22
11.36,3.7,0.02,0.22
11.5,3.7,0.02,0.22
46.27,5.33,0.12,0.14
46.63,5.13,0.11,0.14
46.94,4.95,0.11,0.14
47.14,4.87,0.11,0.13
47.32,4.8,0.11,0.13
47.53,4.73,0.1,0.13
47.73,4.68,0.1,0.13
47.86,4.33,0.1,0.13
49.16,4.16,0.09,0.13
52.31,3.85,0.08,0.11
43.51,3.83,0.11,0.16
45.97,3.67,0.08,0.14
53.86,3.36,0.1,0.11
56.39,3.25,0.11,0.1
63.51,2.96,0.11,0.06
63.49,2.97,0.11,0.06
63.48,2.99,0.11,0.06
61.26,3.26,0.11,0.07
61.24,3.27,0.11,0.07
57.32,3.66,0.11,0.09
57.3,3.68,0.11,0.09
57.29,3.68,0.11,0.09
54.73,3.97,0.1,0.1
54.71,3.97,0.1,0.1
55.27,4.64,0.11,0.1
54.29,4.68,0.11,0.1
53.68,4.94,0.11,0.1
52.41,4.57,0.11,0.11
51.12,3.86,0.1,0.11
46.73,3.75,0.11,0.14
49.27,3.73,0.11,0.13
49.35,3.75,0.11,0.13
50.85,3.72,0.11,0.12
50.99,3.75,0.11,0.12
52.14,3.83,0.11,0.12
51.82,3.83,0.11,0.12
51.86,3.85,0.11,0.12
51.92,3.86,0.11,0.12
52.44,3.86,0.11,0.12
57.74,3.82,0.12,0.09
60.48,3.58,0.11,0.08
61.8,3.38,0.11,0.07
60.87,3.71,0.11,0.08
62.12,3.24,0.1,0.07
64.01,2.62,0.1,0.05
61.57,2.45,0.11,0.07
59.82,2.2,0.1,0.08
62.06,2.21,0.11,0.07
63.03,1.9,0.1,0.06
63.02,1.79,0.1,0.06
8.94,0.8,0.04,0.42
8.72,0.77,0.03,0.43
8.69,0.77,0.03,0.43
9.26,0.91,0.04,0.41
12.68,4.1,0.06,0.2
12.89,3.87,0.08,0.19
11.43,4.09,0.05,0.19
11.54,4.09,0.05,0.19
11.65,4.09,0.05,0.19
11.76,4.09,0.05,0.19
11.86,4.08,0.05,0.2
11.97,4.08,0.05,0.2
11.08,3.66,0.02,0.22
11.21,3.66,0.02,0.22
11.34,3.66,0.02,0.22
11.47,3.66,0.02,0.22
11.6,3.66,0.02,0.23
11.74,3.66,0.02,0.23
8.89,2.74,0.0,0.24
47.41,4.68,0.1,0.13
47.6,4.63,0.1,0.13
47.74,4.32,0.1,0.13
49.13,4.12,0.09,0.13
52.24,3.82,0.08,0.11
52.32,3.82,0.08,0.11
55.28,3.54,0.09,0.1
62.97,2.79,0.1,0.06
55.21,3.28,0.1,0.1
65.84,2.62,0.1,0.05
65.84,2.63,0.1,0.05
65.84,2.64,0.1,0.05
63.48,2.94,0.11,0.06
63.46,2.96,0.11,0.06
61.21,3.23,0.11,0.07
61.18,3.24,0.11,0.07
61.17,3.26,0.11,0.07
57.27,3.63,0.1,0.09
57.26,3.64,0.1,0.09
58.29,3.53,0.11,0.08
54.92,3.87,0.1,0.1
55.48,4.36,0.11,0.09
52.21,4.17,0.1,0.11
46.57,3.7,0.1,0.14
46.64,3.72,0.1,0.14
49.06,3.7,0.11,0.13
50.01,3.71,0.11,0.13
51.48,3.76,0.11,0.12
51.54,3.77,0.11,0.12
52.01,3.8,0.11,0.12
52.05,3.82,0.11,0.12
51.73,3.81,0.11,0.12
51.77,3.83,0.11,0.12
51.82,3.85,0.11,0.12
51.73,3.9,0.11,0.13
58.58,3.87,0.13,0.09
58.74,3.71,0.12,0.09
56.81,3.9,0.12,0.09
61.0,3.59,0.11,0.07
61.39,3.55,0.1,0.07
63.42,3.57,0.11,0.05
64.41,3.01,0.1,0.04
64.48,1.94,0.1,0.05
64.27,1.84,0.1,0.05
64.27,1.74,0.1,0.05
64.04,1.69,0.1,0.05
64.03,1.58,0.1,0.05
9.3,0.9,0.04,0.41
9.27,0.89,0.04,0.41
9.24,0.89,0.04,0.41
12.66,3.82,0.07,0.19
12.76,3.82,0.07,0.19
11.29,4.04,0.05,0.19
11.4,4.04,0.05,0.19
11.5,4.04,0.05,0.19
11.61,4.04,0.05,0.19
11.72,4.04,0.05,0.19
10.78,3.62,0.01,0.22
10.91,3.62,0.01,0.22
11.04,3.62,0.01,0.22
11.18,3.62,0.02,0.22
11.31,3.62,0.02,0.22
11.44,3.62,0.02,0.23
8.75,2.72,0.0,0.24
9.19,2.78,0.0,0.24
9.28,2.77,0.0,0.24
47.55,4.14,0.09,0.13
49.11,4.09,0.09,0.12
52.18,3.79,0.08,0.11
52.26,3.79,0.08,0.11
55.23,3.5,0.09,0.1
63.0,2.75,0.1,0.06
62.99,2.75,0.1,0.06
67.56,2.34,0.1,0.04
65.84,2.57,0.1,0.05
65.85,2.59,0.1,0.05
65.85,2.6,0.1,0.05
65.83,2.61,0.1,0.05
65.81,2.62,0.1,0.05
63.44,2.93,0.11,0.06
63.44,2.94,0.1,0.06
61.13,3.21,0.11,0.07
61.11,3.23,0.11,0.07
58.25,3.47,0.11,0.08
58.24,3.49,0.11,0.08
59.0,3.54,0.11,0.08
49.65,3.54,0.1,0.13
47.56,3.67,0.11,0.14
48.81,3.64,0.11,0.13
49.72,3.65,0.11,0.13
49.8,3.68,0.11,0.13
51.34,3.72,0.11,0.12
51.4,3.74,0.11,0.12
51.86,3.77,0.11,0.12
51.92,3.79,0.11,0.12
51.59,3.78,0.1,0.12
51.64,3.8,0.1,0.12
51.69,3.81,0.1,0.12
52.36,3.86,0.11,0.12
49.23,3.9,0.11,0.13
58.62,3.82,0.12,0.1
58.6,3.83,0.12,0.1
62.36,3.74,0.12,0.07
58.23,3.78,0.11,0.08
65.92,2.74,0.1,0.03
66.73,2.21,0.09,0.03
65.71,2.38,0.1,0.03
66.6,1.74,0.09,0.03
67.15,1.19,0.09,0.03
66.34,1.39,0.09,0.03
64.49,1.57,0.1,0.05
64.47,1.47,0.09,0.05
64.27,1.37,0.09,0.05
64.04,1.32,0.09,0.05
9.23,0.88,0.04,0.41
12.51,3.76,0.07,0.19
11.01,3.98,0.04,0.19
11.14,3.99,0.05,0.19
11.25,3.99,0.05,0.19
11.36,3.99,0.05,0.19
11.47,3.99,0.05,0.19
11.58,4.0,0.05,0.19
10.64,3.58,0.01,0.22
10.76,3.58,0.01,0.22
10.89,3.58,0.01,0.22
11.01,3.58,0.01,0.22
8.53,2.71,0.0,0.24
8.61,2.7,0.0,0.24
9.05,2.76,0.0,0.24
9.14,2.75,0.0,0.24
9.22,2.74,0.0,0.24
49.07,4.06,0.09,0.12
52.15,3.76,0.08,0.11
52.23,3.76,0.08,0.11
55.15,3.47,0.09,0.1
57.91,3.23,0.09,0.09
63.0,2.72,0.1,0.06
68.87,2.06,0.1,0.03
68.88,2.06,0.1,0.03
67.57,2.29,0.1,0.04
65.84,2.55,0.1,0.05
65.85,2.56,0.1,0.05
65.83,2.57,0.1,0.05
65.82,2.58,0.1,0.05
65.8,2.59,0.1,0.05
63.43,2.9,0.1,0.06
62.74,3.01,0.11,0.06
60.53,3.28,0.11,0.07
61.14,3.29,0.11,0.07
53.67,3.53,0.11,0.11
50.27,3.46,0.1,0.13
48.66,3.52,0.1,0.13
49.43,3.57,0.1,0.13
49.56,3.62,0.1,0.13
49.64,3.64,0.1,0.13
51.18,3.69,0.1,0.12
51.24,3.71,0.1,0.12
51.72,3.74,0.11,0.12
51.77,3.76,0.11,0.12
51.47,3.75,0.1,0.12
51.51,3.76,0.1,0.12
51.55,3.78,0.1,0.12
52.85,3.85,0.1,0.12
47.17,3.84,0.1,0.14
58.84,3.82,0.12,0.1
58.81,3.83,0.12,0.1
58.57,3.82,0.12,0.09
58.55,3.84,0.12,0.09
61.53,3.58,0.12,0.07
64.2,2.52,0.11,0.05
66.53,1.89,0.09,0.03
66.57,1.79,0.09,0.03
66.61,1.69,0.09,0.03
66.65,1.59,0.09,0.03
67.78,0.73,0.08,0.02
67.17,0.93,0.08,0.03
66.37,1.12,0.09,0.03
64.5,1.31,0.09,0.04
64.49,1.21,0.09,0.04
64.48,1.1,0.09,0.04
67.54,2.96,0.11,0.05
66.12,2.89,0.11,0.06
50.83,1.63,0.06,0.13
49.43,1.79,0.06,0.14
49.47,1.81,0.07,0.14
49.52,1.82,0.07,0.14
49.57,1.85,0.07,0.14
49.63,1.87,0.07,0.14
49.68,1.88,0.07,0.14
49.73,1.9,0.07,0.14
49.78,1.92,0.07,0.14
48.56,2.0,0.07,0.13
48.58,2.01,0.07,0.13
48.56,2.02,0.07,0.13
48.55,2.03,0.07,0.13
49.28,2.16,0.08,0.13
49.28,2.17,0.08,0.13
49.27,2.18,0.08,0.14
49.66,2.31,0.09,0.13
49.65,2.31,0.09,0.13
49.35,2.27,0.09,0.13
52.28,2.83,0.11,0.14
57.59,3.56,0.13,0.13
61.64,3.74,0.14,0.11
60.58,3.56,0.14,0.12
58.9,3.39,0.13,0.13
58.87,3.39,0.13,0.13
58.78,3.37,0.13,0.13
58.77,3.37,0.13,0.13
58.74,3.36,0.13,0.13
59.87,3.47,0.13,0.12
59.85,3.47,0.13,0.12
59.82,3.47,0.13,0.12
59.78,3.47,0.13,0.12
59.75,3.46,0.13,0.12
58.79,3.29,0.13,0.13
56.46,2.94,0.12,0.14
60.44,3.53,0.13,0.12
61.7,3.74,0.14,0.1
61.89,3.79,0.14,0.1
61.39,3.78,0.14,0.1
62.54,3.89,0.14,0.09
59.7,3.69,0.14,0.1
59.65,3.69,0.14,0.11
59.6,3.7,0.14,0.11
61.08,3.9,0.14,0.09
61.04,3.91,0.14,0.09
60.99,3.91,0.14,0.09
60.96,3.92,0.14,0.09
60.91,3.93,0.14,0.09
60.87,3.94,0.14,0.09
61.86,4.11,0.14,0.1
61.85,4.11,0.14,0.1
61.83,4.12,0.14,0.1
64.31,4.03,0.14,0.08
64.31,4.0,0.14,0.08
64.32,3.97,0.14,0.08
64.34,3.92,0.14,0.08
64.37,3.87,0.14,0.08
59.0,3.41,0.13,0.12
60.91,2.83,0.12,0.11
15.85,1.07,0.06,0.32
13.82,0.55,0.05,0.34
48.92,0.0,0.11,0.19
48.98,0.0,0.11,0.19
68.05,2.98,0.11,0.04
68.06,2.99,0.11,0.04
57.97,2.25,0.09,0.11
50.03,1.98,0.07,0.14
50.08,2.0,0.07,0.14
50.13,2.02,0.08,0.14
49.43,1.86,0.07,0.14
49.48,1.87,0.07,0.14
49.53,1.89,0.07,0.14
49.58,1.91,0.07,0.14
49.64,1.93,0.07,0.14
49.71,1.96,0.07,0.14
48.46,2.03,0.07,0.13
48.45,2.04,0.07,0.13
48.44,2.05,0.07,0.14
48.43,2.06,0.07,0.14
48.42,2.07,0.08,0.14
49.16,2.19,0.08,0.14
49.15,2.2,0.08,0.14
49.2,2.25,0.09,0.14
49.56,2.31,0.09,0.14
49.25,2.28,0.09,0.13
52.06,2.63,0.1,0.15
61.58,3.73,0.14,0.11
60.53,3.55,0.14,0.12
60.49,3.54,0.14,0.12
59.59,3.41,0.13,0.13
59.57,3.4,0.13,0.13
58.75,3.36,0.13,0.13
58.73,3.35,0.13,0.13
61.73,3.66,0.14,0.11
59.84,3.48,0.13,0.12
60.21,3.51,0.13,0.12
60.18,3.51,0.13,0.12
60.15,3.5,0.13,0.12
59.97,3.46,0.13,0.12
60.44,3.54,0.13,0.12
61.65,3.75,0.14,0.1
61.86,3.81,0.14,0.1
61.4,3.8,0.14,0.1
62.53,3.91,0.14,0.09
59.73,3.71,0.14,0.1
59.68,3.71,0.14,0.1
61.09,3.92,0.14,0.09
61.06,3.92,0.14,0.09
61.02,3.92,0.14,0.09
60.99,3.93,0.14,0.09
60.94,3.93,0.14,0.09
60.9,3.94,0.14,0.1
60.85,3.94,0.14,0.1
60.8,3.95,0.14,0.1
61.8,4.1,0.14,0.1
61.79,4.11,0.14,0.1
64.23,4.04,0.14,0.08
64.21,4.02,0.14,0.08
64.2,4.0,0.14,0.08
64.21,3.96,0.14,0.08
64.24,3.92,0.14,0.08
64.25,3.87,0.14,0.08
58.96,3.42,0.13,0.12
60.85,2.84,0.12,0.11
62.12,2.17,0.11,0.1
13.77,0.54,0.05,0.34
48.79,0.0,0.11,0.19
48.86,0.0,0.11,0.19
69.8,2.91,0.11,0.03
69.76,2.92,0.11,0.03
67.6,2.7,0.1,0.04
55.35,2.34,0.09,0.11
49.96,2.01,0.07,0.14
50.01,2.03,0.08,0.14
50.08,2.05,0.08,0.14
50.15,2.07,0.08,0.14
50.23,2.09,0.08,0.14
49.46,1.92,0.07,0.14
49.52,1.95,0.07,0.14
49.59,1.97,0.07,0.14
49.65,1.99,0.07,0.14
48.34,2.05,0.07,0.14
48.33,2.06,0.07,0.14
48.33,2.07,0.08,0.14
48.32,2.08,0.08,0.14
48.31,2.09,0.08,0.14
49.05,2.21,0.08,0.14
49.03,2.21,0.08,0.14
49.07,2.26,0.09,0.14
49.47,2.32,0.09,0.14
52.14,2.68,0.11,0.15
61.71,3.8,0.14,0.11
61.41,3.64,0.14,0.12
59.59,3.4,0.13,0.13
59.57,3.4,0.13,0.13
59.55,3.4,0.13,0.13
59.12,3.38,0.13,0.13
62.43,3.68,0.14,0.11
63.67,3.8,0.14,0.1
63.61,3.8,0.14,0.1
63.54,3.79,0.14,0.1
63.49,3.79,0.14,0.1
62.17,3.72,0.14,0.11
62.67,3.83,0.14,0.1
61.62,3.77,0.14,0.1
61.85,3.82,0.14,0.1
61.4,3.82,0.14,0.1
62.5,3.93,0.14,0.09
59.76,3.72,0.14,0.1
61.12,3.93,0.14,0.09
61.08,3.93,0.14,0.09
61.06,3.93,0.14,0.09
61.02,3.94,0.14,0.09
60.97,3.94,0.14,0.09
60.92,3.94,0.14,0.1
60.88,3.95,0.14,0.1
60.84,3.95,0.14,0.1
60.79,3.96,0.14,0.1
60.73,3.96,0.14,0.1
61.74,4.09,0.14,0.1
61.73,4.1,0.14,0.1
64.13,4.04,0.14,0.08
64.13,4.01,0.14,0.08
64.12,3.99,0.14,0.08
64.12,3.96,0.14,0.08
64.13,3.91,0.14,0.08
58.95,3.46,0.13,0.12
60.77,2.93,0.12,0.11
62.03,2.27,0.11,0.1
63.14,1.24,0.09,0.09
60.26,0.96,0.09,0.12
48.66,0.0,0.11,0.19
48.73,0.0,0.11,0.19
71.48,2.85,0.1,0.02
71.45,2.88,0.1,0.02
70.22,2.87,0.1,0.02
61.05,2.58,0.09,0.08
49.83,2.02,0.08,0.14
49.9,2.04,0.08,0.14
49.97,2.06,0.08,0.14
50.04,2.08,0.08,0.14
50.11,2.1,0.08,0.14
50.18,2.12,0.08,0.14
50.26,2.14,0.08,0.14
50.33,2.16,0.08,0.14
50.4,2.18,0.08,0.14
49.58,2.02,0.08,0.14
46.94,2.12,0.07,0.14
48.22,2.09,0.08,0.14
48.22,2.1,0.08,0.14
48.21,2.11,0.08,0.14
48.2,2.12,0.08,0.14
48.2,2.12,0.08,0.14
48.92,2.21,0.08,0.14
48.95,2.27,0.09,0.14
52.81,2.93,0.11,0.13
62.33,3.89,0.14,0.1
61.29,3.82,0.14,0.1
60.52,3.72,0.13,0.11
60.45,3.71,0.13,0.11
