Fe_pred,S_pred,Cu_pred,MET_pred
17.1,0.73,0.13,0.26
14.78,0.19,0.1,0.3
14.79,0.16,0.1,0.3
14.79,0.13,0.1,0.31
14.77,0.11,0.1,0.31
11.45,0.1,0.11,0.3
64.88,1.8,0.11,0.08
65.71,1.24,0.1,0.07
67.05,0.72,0.1,0.06
67.04,0.65,0.09,0.06
67.03,0.58,0.09,0.06
72.94,0.0,0.07,0.03
59.45,0.79,0.1,0.12
60.45,0.33,0.09,0.11
60.48,0.29,0.09,0.11
61.63,0.24,0.09,0.1
61.42,0.83,0.1,0.1
55.55,1.4,0.11,0.13
56.05,1.58,0.11,0.13
63.92,2.1,0.12,0.06
64.68,1.89,0.12,0.06
67.14,1.08,0.1,0.04
76.95,0.0,0.05,0.0
76.8,0.0,0.05,0.0
76.83,0.0,0.05,0.0
76.87,0.0,0.05,0.0
76.92,0.0,0.05,0.0
71.53,0.0,0.06,0.02
68.23,0.0,0.07,0.04
68.29,0.0,0.07,0.04
68.33,0.0,0.07,0.04
68.39,0.0,0.07,0.04
68.47,0.0,0.07,0.04
71.49,0.0,0.05,0.02
72.87,0.0,0.05,0.01
77.03,0.0,0.04,0.0
60.62,0.0,0.14,0.15
60.81,0.0,0.15,0.15
63.26,0.0,0.15,0.14
63.42,0.0,0.15,0.14
63.59,0.0,0.16,0.14
65.39,0.0,0.16,0.13
65.57,0.0,0.16,0.13
65.76,0.0,0.17,0.13
65.9,0.0,0.18,0.13
66.12,0.0,0.18,0.13
66.32,0.0,0.19,0.13
19.86,1.61,0.08,0.26
19.99,1.61,0.08,0.26
20.1,1.61,0.08,0.26
20.19,1.61,0.08,0.26
20.31,1.62,0.08,0.26
20.41,1.63,0.08,0.26
20.52,1.64,0.09,0.26
20.64,1.65,0.09,0.26
20.73,1.67,0.09,0.27
20.84,1.68,0.09,0.27
20.93,1.69,0.09,0.27
21.0,1.7,0.09,0.27
21.05,1.7,0.09,0.27
21.09,1.7,0.09,0.27
17.99,1.43,0.1,0.27
18.04,1.43,0.1,0.27
15.94,0.49,0.12,0.27
17.06,0.73,0.13,0.26
17.08,0.73,0.13,0.26
14.82,0.17,0.1,0.31
14.83,0.14,0.1,0.31
14.83,0.11,0.1,0.31
14.04,0.94,0.11,0.27
11.49,0.08,0.11,0.3
11.51,0.06,0.11,0.3
64.82,1.77,0.11,0.08
65.1,1.49,0.11,0.07
67.0,0.68,0.09,0.06
62.31,0.19,0.09,0.1
61.52,0.46,0.09,0.11
64.28,0.0,0.08,0.09
61.97,0.28,0.09,0.1
61.94,0.22,0.09,0.1
60.62,0.61,0.1,0.1
60.57,0.54,0.1,0.1
60.57,0.48,0.09,0.1
55.46,1.3,0.11,0.13
56.96,1.3,0.11,0.12
68.03,0.85,0.1,0.04
76.91,0.0,0.05,0.0
76.71,0.0,0.05,0.0
77.23,0.0,0.05,0.0
76.79,0.0,0.05,0.0
76.82,0.0,0.05,0.0
76.86,0.0,0.05,0.0
69.13,0.0,0.07,0.04
68.05,0.0,0.07,0.04
68.27,0.0,0.07,0.04
68.34,0.0,0.07,0.04
68.42,0.0,0.07,0.04
51.47,0.0,0.18,0.2
51.52,0.0,0.2,0.21
51.68,0.0,0.2,0.21
50.97,0.0,0.22,0.23
59.26,0.0,0.1,0.14
62.57,0.0,0.08,0.12
66.87,0.0,0.12,0.11
62.91,0.0,0.17,0.15
66.21,0.0,0.15,0.12
65.39,0.0,0.16,0.13
65.6,0.0,0.17,0.13
65.81,0.0,0.17,0.13
66.01,0.0,0.18,0.13
66.23,0.0,0.18,0.13
66.44,0.0,0.19,0.13
19.79,1.59,0.08,0.26
19.92,1.59,0.08,0.26
20.04,1.59,0.08,0.26
20.15,1.61,0.08,0.26
20.26,1.62,0.08,0.26
20.37,1.62,0.08,0.26
20.49,1.64,0.09,0.26
20.6,1.65,0.09,0.27
20.71,1.66,0.09,0.27
20.8,1.67,0.09,0.27
20.9,1.68,0.09,0.27
20.95,1.69,0.09,0.27
21.0,1.69,0.09,0.27
21.04,1.69,0.09,0.27
17.98,1.42,0.1,0.27
15.9,0.49,0.11,0.27
17.02,0.73,0.13,0.26
17.05,0.73,0.13,0.26
17.07,0.72,0.13,0.26
14.86,0.16,0.1,0.31
13.81,0.92,0.11,0.27
13.89,0.91,0.11,0.27
13.97,0.9,0.11,0.27
14.04,0.9,0.11,0.27
14.1,0.89,0.12,0.28
62.81,2.47,0.12,0.09
68.93,0.77,0.09,0.05
61.24,0.63,0.09,0.11
62.14,0.2,0.09,0.11
62.14,0.12,0.09,0.1
64.22,0.0,0.08,0.09
64.23,0.0,0.08,0.09
61.91,0.23,0.09,0.1
61.88,0.17,0.09,0.1
61.85,0.1,0.09,0.1
60.51,0.5,0.09,0.1
60.56,0.44,0.09,0.1
65.12,0.0,0.07,0.07
76.8,0.0,0.05,0.0
76.85,0.0,0.05,0.0
76.91,0.0,0.05,0.0
77.07,0.0,0.05,0.0
76.5,0.0,0.05,0.0
72.83,0.0,0.07,0.0
73.53,0.0,0.07,0.0
70.3,0.0,0.06,0.03
68.05,0.0,0.07,0.04
68.13,0.0,0.07,0.04
68.37,0.0,0.07,0.04
68.45,0.0,0.07,0.04
51.28,0.0,0.18,0.2
51.39,0.0,0.19,0.2
51.57,0.0,0.2,0.21
59.11,0.0,0.09,0.14
59.3,0.0,0.1,0.14
59.48,0.0,0.11,0.14
59.67,0.0,0.11,0.14
61.17,0.0,0.16,0.15
61.32,0.0,0.16,0.16
63.32,0.0,0.18,0.15
66.68,0.0,0.16,0.12
65.91,0.0,0.17,0.13
66.12,0.0,0.18,0.13
66.33,0.0,0.18,0.13
66.55,0.0,0.19,0.13
19.73,1.58,0.08,0.26
19.87,1.58,0.08,0.26
20.01,1.59,0.08,0.26
20.11,1.6,0.08,0.26
20.22,1.61,0.08,0.26
20.34,1.62,0.08,0.26
20.45,1.63,0.08,0.26
20.56,1.64,0.09,0.27
20.67,1.65,0.09,0.27
20.78,1.66,0.09,0.27
20.83,1.67,0.09,0.27
20.89,1.68,0.09,0.27
20.94,1.68,0.09,0.27
17.92,1.42,0.1,0.27
15.8,0.49,0.11,0.26
16.99,0.72,0.12,0.26
17.02,0.72,0.13,0.26
17.04,0.72,0.13,0.26
17.06,0.72,0.13,0.26
13.65,0.89,0.11,0.27
13.73,0.88,0.11,0.27
13.82,0.88,0.11,0.27
13.9,0.87,0.11,0.27
13.98,0.86,0.11,0.28
14.03,0.86,0.12,0.28
65.26,2.41,0.11,0.08
68.53,0.9,0.09,0.06
61.56,0.46,0.09,0.11
62.13,0.2,0.09,0.11
62.13,0.12,0.09,0.1
65.43,0.0,0.07,0.08
64.15,0.0,0.08,0.09
64.16,0.0,0.08,0.09
64.17,0.0,0.08,0.08
61.81,0.11,0.09,0.1
61.81,0.04,0.09,0.1
64.79,0.0,0.07,0.08
76.14,0.0,0.05,0.0
76.63,0.0,0.05,0.0
76.6,0.0,0.05,0.0
76.83,0.0,0.05,0.0
73.2,0.0,0.05,0.01
70.86,0.0,0.08,0.02
72.24,0.0,0.09,0.01
73.3,0.0,0.08,-0.0
73.4,0.0,0.08,-0.0
71.54,0.0,0.07,0.01
67.03,0.0,0.07,0.05
68.24,0.0,0.07,0.04
51.01,0.0,0.18,0.2
51.12,0.0,0.19,0.2
51.25,0.0,0.19,0.2
49.69,0.0,0.23,0.22
59.15,0.0,0.09,0.14
59.34,0.0,0.1,0.14
59.52,0.0,0.1,0.14
59.71,0.0,0.11,0.14
59.9,0.0,0.11,0.14
61.41,0.0,0.16,0.16
61.56,0.0,0.17,0.16
55.91,0.0,0.29,0.22
59.06,0.0,0.24,0.19
59.26,0.0,0.25,0.19
59.46,0.0,0.25,0.19
59.66,0.0,0.26,0.19
19.68,1.56,0.08,0.26
19.84,1.57,0.08,0.26
19.97,1.58,0.08,0.26
20.08,1.59,0.08,0.26
20.19,1.6,0.08,0.26
20.3,1.61,0.08,0.26
20.4,1.62,0.08,0.27
20.52,1.63,0.09,0.27
20.63,1.64,0.09,0.27
20.72,1.65,0.09,0.27
20.77,1.66,0.09,0.27
20.83,1.66,0.09,0.27
20.88,1.67,0.09,0.27
15.71,0.49,0.11,0.26
16.95,0.72,0.12,0.26
16.98,0.72,0.12,0.26
17.0,0.71,0.13,0.26
13.4,0.86,0.1,0.27
13.49,0.86,0.1,0.27
13.57,0.85,0.11,0.27
13.66,0.85,0.11,0.27
13.74,0.84,0.11,0.27
13.82,0.84,0.11,0.28
13.9,0.83,0.11,0.28
13.97,0.82,0.12,0.28
65.92,2.01,0.1,0.08
68.42,0.94,0.09,0.05
62.79,0.05,0.08,0.1
62.78,0.0,0.08,0.1
65.34,0.0,0.07,0.08
65.31,0.0,0.07,0.08
65.32,0.0,0.07,0.08
65.35,0.0,0.07,0.08
64.16,0.0,0.08,0.08
64.13,0.0,0.08,0.08
65.49,0.0,0.07,0.07
66.56,0.0,0.07,0.06
76.08,0.0,0.05,0.0
75.78,0.0,0.05,0.0
76.6,0.0,0.05,0.0
76.84,0.0,0.05,0.0
70.03,0.0,0.07,0.03
70.22,0.0,0.08,0.02
69.62,0.0,0.11,0.03
72.17,0.0,0.09,0.01
73.23,0.0,0.08,-0.0
73.33,0.0,0.08,-0.0
73.43,0.0,0.08,0.0
46.32,0.0,0.22,0.21
46.36,0.0,0.22,0.22
50.97,0.0,0.19,0.21
51.11,0.0,0.19,0.21
49.82,0.0,0.24,0.24
50.0,0.0,0.24,0.24
50.18,0.0,0.25,0.24
59.57,0.0,0.1,0.14
59.75,0.0,0.11,0.14
59.94,0.0,0.11,0.14
46.11,0.0,0.23,0.21
45.88,0.0,0.23,0.22
57.41,0.0,0.27,0.22
56.06,0.0,0.29,0.22
59.34,0.0,0.24,0.19
59.55,0.0,0.25,0.19
59.74,0.0,0.25,0.19
21.96,1.66,0.1,0.25
19.81,1.57,0.08,0.26
19.93,1.57,0.08,0.26
20.04,1.58,0.08,0.26
20.15,1.6,0.08,0.26
20.26,1.61,0.08,0.26
20.37,1.62,0.08,0.27
20.48,1.63,0.08,0.27
20.58,1.64,0.09,0.27
20.65,1.64,0.09,0.27
20.71,1.65,0.09,0.27
20.76,1.65,0.09,0.27
17.55,0.58,0.1,0.28
16.95,0.71,0.12,0.26
16.96,0.71,0.12,0.26
16.97,0.71,0.12,0.26
13.25,0.82,0.1,0.27
13.32,0.83,0.1,0.27
13.41,0.83,0.1,0.27
13.49,0.82,0.11,0.27
13.58,0.82,0.11,0.27
13.66,0.81,0.11,0.28
15.12,1.06,0.14,0.25
15.16,1.06,0.14,0.25
15.15,1.05,0.14,0.25
66.38,1.87,0.1,0.07
68.58,0.71,0.09,0.05
62.68,0.04,0.08,0.1
62.75,0.0,0.08,0.1
65.24,0.0,0.07,0.08
65.26,0.0,0.07,0.08
65.29,0.0,0.07,0.08
65.34,0.0,0.07,0.08
65.37,0.0,0.07,0.08
66.23,0.0,0.07,0.07
76.67,0.0,0.05,0.0
76.47,0.0,0.05,0.0
76.5,0.0,0.05,0.0
76.32,0.0,0.05,0.0
76.05,0.0,0.05,0.0
77.0,0.0,0.06,0.0
70.15,0.0,0.06,0.02
69.76,0.0,0.06,0.03
70.19,0.0,0.07,0.02
71.07,0.0,0.08,0.02
72.07,0.0,0.09,0.01
72.18,0.0,0.09,0.01
43.84,0.0,0.2,0.19
43.88,0.0,0.21,0.19
46.21,0.0,0.23,0.22
46.31,0.0,0.23,0.22
49.37,0.0,0.23,0.23
49.76,0.0,0.24,0.24
49.93,0.0,0.25,0.24
50.1,0.0,0.25,0.24
50.28,0.0,0.25,0.24
54.23,0.0,0.22,0.22
49.87,0.0,0.27,0.23
50.09,0.0,0.27,0.23
48.58,0.0,0.26,0.23
46.48,0.0,0.23,0.21
46.26,0.0,0.23,0.22
45.98,0.0,0.2,0.19
56.39,0.0,0.29,0.22
59.8,0.0,0.25,0.19
28.94,2.21,0.11,0.28
28.92,2.27,0.12,0.29
28.96,2.26,0.12,0.29
21.92,1.66,0.1,0.25
22.72,1.68,0.1,0.25
20.22,1.6,0.08,0.27
20.33,1.61,0.08,0.27
20.44,1.62,0.08,0.27
20.52,1.63,0.09,0.27
20.59,1.63,0.09,0.27
20.65,1.63,0.09,0.27
15.33,1.07,0.1,0.26
19.8,1.44,0.13,0.24
19.97,1.44,0.13,0.24
20.13,1.44,0.13,0.24
14.12,1.92,0.1,0.23
14.22,1.92,0.11,0.23
14.32,1.91,0.11,0.23
14.42,1.91,0.11,0.23
14.52,1.9,0.11,0.24
14.63,1.9,0.11,0.24
14.75,1.88,0.11,0.24
15.08,1.06,0.14,0.25
15.11,1.05,0.14,0.25
15.13,1.04,0.14,0.25
66.38,1.87,0.1,0.07
69.3,0.66,0.09,0.05
70.72,0.0,0.07,0.04
70.32,0.0,0.07,0.04
65.69,0.0,0.07,0.08
65.76,0.0,0.07,0.08
65.28,0.0,0.07,0.08
65.68,0.0,0.07,0.08
75.45,0.0,0.06,-0.0
77.66,0.0,0.05,0.0
77.68,0.0,0.05,0.0
76.4,0.0,0.05,0.0
76.44,0.0,0.05,0.0
76.52,0.0,0.05,0.0
75.56,0.0,0.05,0.0
73.47,0.0,0.05,0.0
73.3,0.0,0.05,0.0
72.85,0.0,0.05,-0.0
69.68,0.0,0.06,0.03
69.55,0.0,0.07,0.03
70.19,0.0,0.08,0.02
41.71,0.0,0.16,0.16
41.78,0.0,0.17,0.16
43.63,0.0,0.2,0.19
43.7,0.0,0.21,0.19
43.78,0.0,0.21,0.19
49.59,0.0,0.24,0.23
50.55,0.0,0.23,0.23
50.7,0.0,0.24,0.23
50.03,0.0,0.25,0.24
43.15,0.0,0.18,0.19
43.4,0.0,0.18,0.19
43.62,0.0,0.17,0.19
43.85,0.0,0.17,0.18
44.09,0.0,0.17,0.18
50.56,0.0,0.27,0.23
49.0,0.0,0.26,0.23
46.88,0.0,0.23,0.21
46.18,0.0,0.2,0.19
45.73,0.0,0.19,0.19
28.97,3.25,0.13,0.29
29.0,3.24,0.13,0.29
28.89,3.99,0.13,0.3
28.89,2.27,0.12,0.29
28.92,2.26,0.12,0.29
28.87,2.3,0.12,0.29
28.89,2.29,0.12,0.29
23.02,1.71,0.11,0.25
23.13,1.74,0.11,0.25
22.95,2.56,0.1,0.24
19.83,3.14,0.1,0.22
20.0,3.12,0.1,0.22
20.16,3.11,0.1,0.22
17.46,3.72,0.07,0.21
17.56,3.7,0.08,0.21
17.67,3.69,0.08,0.22
17.77,3.68,0.08,0.22
17.88,3.67,0.08,0.22
14.37,1.88,0.11,0.23
14.47,1.88,0.11,0.24
14.57,1.87,0.11,0.24
14.68,1.86,0.12,0.24
14.81,1.85,0.12,0.24
14.9,1.84,0.12,0.24
14.99,1.83,0.12,0.24
66.36,1.86,0.1,0.07
69.69,0.63,0.08,0.05
70.7,0.0,0.07,0.04
73.27,0.0,0.06,0.02
65.57,0.0,0.07,0.08
65.75,0.0,0.07,0.08
74.88,0.0,0.06,0.01
77.57,0.0,0.05,0.0
77.59,0.0,0.05,0.0
77.6,0.0,0.05,0.0
77.61,0.0,0.05,0.0
77.66,0.0,0.05,0.0
77.7,0.0,0.05,0.0
75.31,0.0,0.05,0.0
75.9,0.0,0.04,0.0
74.51,0.0,0.05,0.0
73.49,0.0,0.05,0.0
73.45,0.0,0.06,-0.0
73.32,0.0,0.06,-0.0
70.03,0.0,0.06,0.02
69.7,0.0,0.06,0.03
39.03,0.0,0.15,0.17
41.57,0.0,0.16,0.16
41.64,0.0,0.16,0.16
43.49,0.0,0.2,0.19
47.45,0.0,0.21,0.21
50.37,0.0,0.19,0.21
49.64,0.0,0.24,0.23
42.06,0.0,0.18,0.19
42.88,0.0,0.18,0.19
43.12,0.0,0.17,0.19
43.35,0.0,0.17,0.19
43.58,0.0,0.17,0.18
43.82,0.0,0.17,0.18
44.05,0.0,0.17,0.18
44.27,0.0,0.17,0.18
44.51,0.0,0.17,0.18
44.74,0.0,0.17,0.18
47.08,0.0,0.23,0.21
46.89,0.0,0.22,0.21
28.65,2.8,0.12,0.28
28.89,3.25,0.13,0.3
28.92,3.24,0.13,0.3
28.96,3.22,0.13,0.3
28.91,3.96,0.13,0.3
28.96,3.95,0.13,0.3
28.92,4.08,0.13,0.29
28.87,4.09,0.13,0.29
19.52,3.15,0.1,0.22
19.69,3.14,0.1,0.22
19.85,3.12,0.1,0.22
20.03,3.1,0.1,0.22
17.34,3.72,0.07,0.21
17.43,3.7,0.07,0.21
17.53,3.69,0.07,0.21
17.64,3.68,0.08,0.22
17.75,3.67,0.08,0.22
17.86,3.66,0.08,0.22
17.97,3.65,0.08,0.22
18.08,3.64,0.08,0.22
18.18,3.63,0.08,0.22
18.29,3.62,0.08,0.22
18.38,3.61,0.08,0.22
18.47,3.6,0.08,0.22
66.31,1.93,0.1,0.07
66.34,1.86,0.1,0.07
69.63,0.65,0.08,0.04
70.67,0.0,0.07,0.04
73.21,0.0,0.06,0.02
73.26,0.0,0.06,0.02
74.84,0.0,0.06,0.01
77.54,0.0,0.05,0.0
77.5,0.0,0.05,0.0
77.51,0.0,0.05,0.0
77.53,0.0,0.05,0.0
77.57,0.0,0.05,0.0
77.72,0.0,0.05,0.0
78.18,0.0,0.06,0.0
75.37,0.0,0.05,0.0
75.38,0.0,0.05,0.0
75.79,0.0,0.04,0.0
75.26,0.0,0.04,0.0
74.48,0.0,0.05,0.0
73.4,0.0,0.06,-0.0
73.27,0.0,0.06,-0.0
38.74,0.0,0.15,0.17
38.82,0.0,0.15,0.18
39.33,0.0,0.15,0.17
39.43,0.0,0.15,0.17
38.35,0.0,0.15,0.19
39.91,0.0,0.16,0.18
46.89,0.0,0.23,0.23
36.37,0.0,0.16,0.24
35.02,0.0,0.18,0.27
35.22,0.0,0.18,0.27
35.4,0.0,0.18,0.27
35.61,0.0,0.18,0.27
35.82,0.0,0.18,0.26
36.03,0.0,0.18,0.26
36.23,0.0,0.19,0.26
44.24,0.0,0.17,0.18
44.48,0.0,0.16,0.18
40.14,0.0,0.14,0.2
34.51,0.0,0.23,0.29
34.75,0.0,0.23,0.29
29.05,2.8,0.1,0.27
28.55,2.79,0.12,0.29
28.59,2.78,0.12,0.29
28.86,3.22,0.13,0.3
28.91,3.2,0.13,0.3
28.86,3.95,0.13,0.3
28.92,3.93,0.13,0.3
19.41,3.14,0.1,0.22
19.56,3.13,0.1,0.22
19.71,3.11,0.1,0.22
19.88,3.1,0.1,0.22
17.23,3.73,0.07,0.21
17.31,3.71,0.07,0.21
17.4,3.7,0.07,0.21
17.5,3.68,0.07,0.21
17.61,3.67,0.08,0.22
17.72,3.66,0.08,0.22
17.83,3.65,0.08,0.22
17.95,3.65,0.08,0.22
18.05,3.63,0.08,0.22
18.16,3.62,0.08,0.22
18.25,3.61,0.08,0.22
18.34,3.6,0.08,0.22
18.42,3.58,0.08,0.22
66.28,1.92,0.1,0.07
66.36,1.83,0.1,0.07
69.48,0.69,0.09,0.04
70.63,0.0,0.07,0.04
73.89,0.0,0.06,0.01
75.47,0.0,0.06,0.0
77.45,0.0,0.05,0.0
77.46,0.0,0.05,0.0
77.48,0.0,0.05,0.0
77.44,0.0,0.05,0.0
77.73,0.0,0.06,0.0
78.03,0.0,0.06,0.0
78.27,0.16,0.07,0.0
78.35,0.09,0.07,0.0
78.45,0.0,0.07,0.0
76.01,0.0,0.06,0.0
75.53,0.0,0.05,0.0
75.44,0.0,0.05,0.0
75.78,0.0,0.04,0.0
74.59,0.0,0.05,0.0
73.38,0.0,0.06,-0.0
40.02,0.0,0.15,0.16
40.11,0.0,0.15,0.16
40.21,0.0,0.15,0.16
39.22,0.0,0.15,0.18
38.25,0.0,0.15,0.19
30.76,0.03,0.16,0.3
22.26,0.06,0.14,0.31
22.23,0.0,0.14,0.31
22.23,0.0,0.15,0.31
22.24,0.0,0.15,0.31
22.25,0.0,0.15,0.31
22.21,0.0,0.15,0.32
22.25,0.0,0.15,0.32
22.34,0.0,0.15,0.32
22.43,0.0,0.16,0.31
22.51,0.0,0.16,0.31
22.58,0.0,0.16,0.31
22.58,0.0,0.16,0.31
22.57,0.0,0.16,0.31
22.57,0.0,0.16,0.31
28.75,3.41,0.1,0.28
28.97,2.8,0.1,0.27
29.0,2.79,0.1,0.28
28.53,2.77,0.12,0.29
28.83,3.19,0.13,0.3
28.89,3.18,0.13,0.3
19.3,3.14,0.09,0.22
19.45,3.12,0.09,0.22
19.6,3.11,0.1,0.22
17.02,3.77,0.07,0.21
17.11,3.75,0.07,0.21
17.2,3.72,0.07,0.21
17.28,3.7,0.07,0.21
17.37,3.69,0.07,0.21
17.48,3.68,0.07,0.21
17.59,3.67,0.07,0.22
17.7,3.66,0.08,0.22
17.81,3.65,0.08,0.22
17.91,3.64,0.08,0.22
18.02,3.62,0.08,0.22
18.12,3.61,0.08,0.22
18.2,3.6,0.08,0.22
11.37,1.82,0.06,0.23
11.5,1.82,0.07,0.24
66.29,1.9,0.1,0.07
67.54,1.56,0.1,0.06
69.47,0.69,0.09,0.04
75.08,0.0,0.06,0.01
75.36,0.0,0.06,0.0
75.37,0.0,0.06,0.0
77.7,0.0,0.05,0.0
78.07,0.0,0.06,0.0
78.17,0.0,0.06,0.0
78.04,0.41,0.07,0.0
78.11,0.33,0.07,0.0
78.17,0.24,0.07,0.0
78.24,0.15,0.07,0.0
78.37,0.04,0.07,0.0
78.5,0.0,0.07,0.0
78.61,0.0,0.07,0.0
79.41,0.0,0.06,0.0
79.15,0.0,0.06,0.0
78.82,0.0,0.06,0.0
74.62,0.0,0.05,0.0
39.72,0.03,0.15,0.16
39.82,0.0,0.15,0.16
39.91,0.0,0.15,0.16
40.0,0.0,0.15,0.17
39.16,0.0,0.16,0.19
26.89,0.23,0.14,0.31
22.45,0.13,0.14,0.31
22.39,0.07,0.14,0.31
22.35,-0.0,0.14,0.31
22.33,0.0,0.14,0.31
22.32,0.0,0.15,0.31
22.3,0.0,0.15,0.31
22.32,0.0,0.15,0.32
22.4,0.0,0.15,0.32
22.49,0.0,0.15,0.32
22.58,0.0,0.15,0.31
22.67,0.0,0.15,0.31
22.69,0.0,0.16,0.31
22.69,0.0,0.16,0.31
22.68,0.0,0.16,0.31
22.68,0.0,0.16,0.31
27.66,3.3,0.1,0.26
28.68,3.4,0.1,0.28
28.72,3.39,0.1,0.28
28.94,2.79,0.1,0.28
28.48,2.76,0.12,0.29
28.53,2.75,0.12,0.29
19.34,3.11,0.09,0.22
19.49,3.1,0.09,0.22
16.9,3.78,0.07,0.21
17.0,3.76,0.07,0.21
17.08,3.74,0.07,0.21
17.17,3.72,0.07,0.21
17.25,3.7,0.07,0.21
17.35,3.68,0.07,0.21
17.46,3.67,0.07,0.21
17.57,3.66,0.07,0.22
17.67,3.65,0.07,0.22
17.78,3.63,0.08,0.22
17.88,3.62,0.08,0.22
17.99,3.61,0.08,0.22
18.07,3.6,0.08,0.22
11.17,1.79,0.06,0.23
11.3,1.79,0.06,0.23
66.22,1.97,0.1,0.07
66.28,1.88,0.1,0.07
67.54,1.55,0.1,0.06
69.67,0.67,0.08,0.04
75.19,0.0,0.07,0.0
75.55,0.0,0.06,0.0
76.83,0.0,0.06,0.0
78.36,0.0,0.07,0.0
77.89,0.57,0.07,0.0
77.97,0.49,0.07,0.0
78.02,0.41,0.07,0.0
78.08,0.32,0.07,0.0
78.19,0.2,0.07,0.0
78.31,0.09,0.07,0.0
78.41,0.0,0.07,0.0
79.25,0.0,0.07,0.0
78.98,0.0,0.06,0.0
78.72,0.0,0.06,0.0
75.63,0.0,0.05,0.0
75.5,0.0,0.05,-0.0
39.44,0.09,0.15,0.16
39.53,0.05,0.15,0.16
39.62,0.01,0.15,0.17
39.71,0.0,0.15,0.17
36.14,0.0,0.14,0.22
23.41,0.42,0.14,0.31
23.33,0.39,0.14,0.31
15.13,0.31,0.13,0.34
15.13,0.29,0.13,0.34
22.47,0.01,0.14,0.31
22.43,0.0,0.14,0.31
22.42,0.0,0.15,0.31
22.4,0.0,0.15,0.32
22.47,0.0,0.15,0.32
22.55,0.0,0.15,0.32
22.64,0.0,0.15,0.31
22.72,0.0,0.15,0.31
22.81,0.0,0.15,0.31
22.81,0.0,0.15,0.31
22.8,0.0,0.16,0.31
22.79,0.0,0.16,0.31
22.79,0.0,0.16,0.31
22.91,3.72,0.11,0.23
27.64,3.29,0.1,0.26
28.62,3.4,0.1,0.28
28.64,3.38,0.1,0.28
28.89,2.78,0.1,0.28
19.02,3.2,0.09,0.21
16.73,3.8,0.07,0.21
16.8,3.79,0.07,0.21
16.88,3.77,0.07,0.21
16.97,3.75,0.07,0.21
17.05,3.73,0.07,0.21
17.14,3.71,0.07,0.21
17.22,3.69,0.07,0.21
17.33,3.67,0.07,0.21
17.43,3.66,0.07,0.21
17.53,3.65,0.07,0.22
17.64,3.64,0.07,0.22
17.74,3.62,0.08,0.22
17.84,3.61,0.08,0.22
17.94,3.59,0.08,0.22
10.98,1.75,0.06,0.23
11.11,1.75,0.06,0.23
11.24,1.75,0.06,0.23
63.5,2.6,0.11,0.08
66.26,1.86,0.1,0.07
67.56,1.53,0.1,0.06
73.14,0.0,0.07,0.02
75.55,0.0,0.06,0.0
76.64,0.0,0.06,0.0
76.63,0.0,0.07,0.0
77.81,0.64,0.08,0.0
77.87,0.57,0.07,0.0
77.93,0.48,0.07,0.0
78.02,0.37,0.07,0.0
78.14,0.25,0.07,0.0
78.29,0.34,0.07,0.0
79.12,0.05,0.07,0.0
78.8,0.0,0.07,0.0
78.57,0.0,0.06,0.0
75.67,0.0,0.05,0.0
75.79,0.0,0.05,0.0
75.42,0.0,0.05,-0.0
74.81,0.0,0.05,0.0
39.22,0.11,0.14,0.17
39.31,0.07,0.14,0.17
38.54,0.08,0.15,0.19
28.98,0.8,0.12,0.33
23.6,0.44,0.14,0.31
23.54,0.43,0.14,0.31
23.47,0.41,0.14,0.31
14.14,0.0,0.13,0.36
14.1,0.0,0.13,0.36
15.15,0.27,0.13,0.34
15.15,0.25,0.13,0.34
22.52,0.0,0.15,0.31
22.56,0.0,0.15,0.32
22.62,0.0,0.15,0.32
22.69,0.0,0.15,0.31
22.78,0.0,0.15,0.31
22.87,0.0,0.15,0.31
22.92,0.0,0.15,0.31
22.91,0.0,0.15,0.31
22.9,0.0,0.16,0.31
28.82,0.0,0.19,0.33
34.02,0.0,0.23,0.3
22.76,3.67,0.11,0.23
22.87,3.67,0.11,0.23
24.11,4.17,0.11,0.25
27.75,3.26,0.1,0.26
18.87,3.2,0.09,0.21
16.62,3.81,0.07,0.21
16.71,3.79,0.07,0.21
16.78,3.78,0.07,0.21
16.86,3.76,0.07,0.21
16.94,3.74,0.07,0.21
17.02,3.72,0.07,0.21
17.12,3.7,0.07,0.21
17.2,3.68,0.07,0.21
17.3,3.67,0.07,0.21
17.4,3.65,0.07,0.21
17.5,3.64,0.07,0.22
17.61,3.62,0.07,0.22
17.71,3.61,0.07,0.22
17.8,3.6,0.08,0.22
10.78,1.72,0.06,0.23
10.91,1.72,0.06,0.23
11.04,1.72,0.06,0.23
63.49,2.59,0.11,0.08
63.49,2.58,0.11,0.08
68.65,1.33,0.09,0.05
68.71,1.25,0.09,0.05
75.78,0.0,0.06,-0.0
76.57,0.0,0.06,0.0
76.64,0.0,0.06,0.0
77.72,0.72,0.08,0.0
77.78,0.65,0.08,0.0
77.88,0.54,0.07,0.0
77.98,0.43,0.07,0.0
78.22,0.43,0.07,0.0
78.9,0.4,0.07,0.0
79.0,0.08,0.07,0.0
76.8,0.0,0.05,0.0
74.84,0.0,0.05,0.0
74.74,0.0,0.05,0.0
74.83,0.0,0.05,0.0
74.83,0.0,0.05,0.0
74.16,0.0,0.05,0.01
74.86,0.0,0.05,0.0
39.02,0.14,0.14,0.17
30.43,0.81,0.12,0.33
