DDH;ESTE_X;NORTE_Y;COTA_Z;Fe;S;Cu;MET;Al;Sc;Ca;Y;Sr;Mg;Ba;K;Litologia;Lito_code
ODH-05;189810.0968;8439085.451;3715.877972;64.5;1.05;0.027765;0.04421;0.655;10.35;0.185;3.65;6.5;0.165;14;0.255;MG;5
ODH-05;189811.5163;8439083.875;3713.756652;64.885;0.55;0.025755;0.03899;0.62;12.45;0.205;3.1;6.7;0.16;19;0.26;MG;5
ODH-05;189812.9357;8439082.299;3711.635331;62.73;3.245;0.183925;0.059515;1.53;10.45;0.23;3.5;7.2;0.91;15;0.365;MG;5
ODH-05;189814.3552;8439080.722;3709.514011;64.48;2.605;0.128125;0.074025;1.005;9.2;0.565;7.8;7.05;0.83;11.5;0.265;MG;5
ODH-05;189815.7746;8439079.146;3707.392691;58.332;3.332;0.0890075;0.0712275;1.02;8.85;2.218;4.775;13.875;1.105;15;0.318;MG;5
ODH-05;189817.1941;8439077.569;3705.27137;58.24;3.445;0.126765;0.062935;1.03;7.75;2.52;4.85;13.25;1.215;15;0.425;MG;5
ODH-05;189818.6135;8439075.993;3703.15005;61.525;4.63;0.062935;0.07519;0.99;9.3;1.875;4.35;13.05;1.175;15.5;0.415;MG;5
ODH-05;189820.0329;8439074.416;3701.02873;62.175;4.99;0.19882;0.07538;0.88;8;1.45;4.4;10.3;0.91;13.5;0.285;MG;5
ODH-05;189821.4524;8439072.84;3698.907409;59.97;3.1;0.1653;0.065995;0.91;10.2;2.675;5.85;15.9;0.685;12;0.17;MG;5
ODH-05;189822.8718;8439071.263;3696.786089;59.82;1.28;0.138415;0.08559;1.02;11.45;2.93;5.85;16.45;0.76;12;0.15;MG;5
ODH-05;189824.2913;8439069.687;3694.664768;63.595;4.01;0.195865;0.079835;1;10;1.16;3.9;9.8;0.945;11;0.18;MG;5
ODH-05;189825.7107;8439068.111;3692.543448;63.49;4.535;0.28407;0.06845;0.955;9.45;1.63;4.25;11.65;0.8;12;0.17;MG;5
ODH-05;189827.1301;8439066.534;3690.422128;56.76;5.03;0.287;0.106775;1.44;9.65;2.155;5.55;19.85;1.34;26;0.34;MG;5
ODH-05;189828.1947;8439065.352;3688.831138;19.34;0.91;0.05339;0.32217;5.96;14.6;5.55;9.9;148;7.73;180;2.95;INT;3
ODH-06;189778.3946;8439121.406;3764.644984;53.076;0.014;0.0248792;0.1569284;2.283;11.728;0.358;7.468;19.716;1.508;105.6;0.487;SL;7
ODH-06;189777.2946;8439122.628;3763.000961;14.98;0.25;0.01325;0.36106;7.5;12.2;0.54;13.4;30.4;6.08;321;1.26;SL;7
ODH-06;189776.2181;8439123.824;3761.392293;61.05;0.01;0.02502;0.225965;2;13;0.325;6.6;14.15;1.82;90;0.435;SL;7
ODH-06;189774.8579;8439125.334;3759.359361;65.431;0.01;0.0251531;0.3487242;1.327;12.458;0.371;6.778;10.282;0.946;40;0.325;SL;7
ODH-06;189773.4976;8439126.845;3757.326429;25.895;0.01;0.012995;0.27161;5.37;11.5;0.705;10.8;42.8;5.115;321;2.06;SL;7
ODH-06;189772.291;8439128.185;3755.523307;29.33;0.02;0.15663;0.21896;4.45;10.8;0.7;12.7;37.4;6.11;176;1.63;SL;7
ODH-06;189771.0845;8439129.525;3753.720185;62.73;0.06;0.04162;0.08436;1.145;11.25;0.235;4.1;13.4;0.545;45;0.245;MG;5
ODH-06;189769.6651;8439131.102;3751.598864;65.99;0.03;0.03685;0.045835;0.83;10.85;0.18;2.7;7.65;0.115;21.5;0.13;MG;5
ODH-06;189768.2456;8439132.678;3749.477544;67.445;0.03;0.009405;0.045975;0.655;10.65;0.175;3.2;7.1;0.105;12.5;0.14;MG;5
ODH-06;189766.8262;8439134.255;3747.356224;66.905;0.02;0.008865;0.037145;0.565;10.75;0.18;3.55;6.25;0.1;15;0.105;MG;5
ODH-06;189765.4067;8439135.831;3745.234903;65.46;0.045;0.030895;0.036035;0.735;10.5;0.19;3.5;17.9;0.135;15;0.135;MG;5
ODH-06;189763.9873;8439137.407;3743.113583;64.507;0.028;0.02145;0.031275;0.768;9.925;0.178;2.575;13.45;0.1;17.25;0.14;MG;5
ODH-06;189762.5679;8439138.984;3740.992263;64.48;0.02;0.01083;0.039725;0.54;9.85;0.18;3.2;6.7;0.085;13;0.115;MG;5
ODH-06;189761.1484;8439140.56;3738.870942;62.88;0.045;0.03011;0.034885;0.505;9.25;0.16;2.15;5.85;0.06;16.5;0.115;MG;5
ODH-06;189759.729;8439142.137;3736.749622;61.295;0.045;0.027865;0.031185;0.57;10.15;0.175;2.15;9.7;0.065;13;0.135;MG;5
ODH-06;189758.3095;8439143.713;3734.628302;62.64;0.025;0.00999;0.030315;0.57;9.95;0.17;3;6.65;0.08;11;0.125;MG;5
ODH-06;189756.8901;8439145.29;3732.506981;63.31;0.055;0.06566;0.03067;0.99;9.2;0.155;2.8;8.75;0.09;12.5;0.105;MG;5
ODH-06;189755.4707;8439146.866;3730.385661;62.235;0.125;0.06223;0.031605;1.05;9.8;0.155;2.35;11.65;0.07;13.5;0.115;MG;5
ODH-06;189754.0512;8439148.443;3728.264341;62.275;0.18;0.079165;0.03789;1.13;9.65;0.16;2.9;13.4;0.095;16;0.145;MG;5
ODH-06;189752.6318;8439150.019;3726.14302;62.725;0.695;0.04145;0.04165;0.79;9.5;0.19;3.75;11.35;0.16;24;0.285;MG;5
ODH-06;189751.2123;8439151.595;3724.0217;58.578;0.312;0.04999;0.07804;1.055;10.25;0.212;4.05;12.95;0.358;15.25;0.33;MG;5
ODH-06;189750.1478;8439152.778;3722.43071;62.28;0.43;0.05774;0.04323;0.74;9.8;0.2;4.1;11.3;0.11;18;0.25;MG;5
ODH-06;189749.2724;8439153.75;3721.122562;19.39;0.62;0.61199;0.28957;6.12;10.6;1.16;22.5;167.3;3.43;349;2.56;MG;5
ODH-06;189748.0423;8439155.116;3719.284084;39.748;0.691;0.1061397;0.2160663;2.777;10.1;0.923;7.69;149.727;1.998;243.9;1.195;MG;5
ODH-06;189746.6228;8439156.693;3717.162764;38.015;0.985;0.241485;0.19028;3.345;11.3;1.48;15.45;136.75;2.505;270.5;1.46;MG;5
ODH-06;189745.2034;8439158.269;3715.041444;60.58;1.705;0.066685;0.069445;0.93;8.25;0.23;8.6;24.6;0.305;97.5;0.345;MG;5
ODH-06;189743.7839;8439159.846;3712.920123;54.225;2.775;0.094315;0.098405;1.155;8.1;1.725;9.4;29.45;0.64;41.5;0.305;MG;5
ODH-06;189742.3645;8439161.422;3710.798803;60.91;1.235;0.03322;0.053185;0.86;8.65;0.225;7.7;17.35;0.14;22.5;0.165;MG;5
ODH-06;189740.9451;8439162.998;3708.677483;64.485;2.945;0.054295;0.046445;0.585;9.05;0.18;5.6;12.75;0.135;30.5;0.145;MG;5
ODH-06;189739.5256;8439164.575;3706.556162;61.81;3.4;0.08175;0.054015;0.535;8.95;0.36;5.6;9.6;0.205;10.5;0.09;MG;5
ODH-06;189738.1062;8439166.151;3704.434842;62.76;0.79;0.03392;0.03738;0.5;9.6;0.16;4.3;12.15;0.1;22;0.135;MG;5
ODH-06;189736.6867;8439167.728;3702.313522;56.87;3.695;0.152815;0.05776;0.8;8.9;0.17;5.05;10.95;0.265;24;0.17;MG;5
ODH-06;189735.2673;8439169.304;3700.192201;47.485;3.105;0.12493;0.055705;0.66;8.5;0.16;5.9;6.55;0.21;10;0.145;MG;5
ODH-06;189733.8479;8439170.881;3698.070881;22.065;3.4;0.226735;0.06943;1.255;8.35;0.15;4.85;11;0.385;38.5;0.205;MG;5
ODH-06;189732.4284;8439172.457;3695.949561;8.62;3.035;0.276485;0.08706;1.415;7.15;0.185;11.25;12.75;0.315;29.5;0.245;MG;5
ODH-06;189731.2455;8439173.771;3694.181794;39.48;3.51;0.1511;0.22783;2.74;9;3.2;23.5;291.4;1.75;357;0.79;MG;5
ODH-06;189730.0627;8439175.085;3692.414027;48.115;3.83;0.081415;0.09359;0.87;9.35;0.505;7.95;24.35;0.675;29;0.245;MG;5
ODH-06;189728.6432;8439176.661;3690.292706;55.45;3.955;0.127945;0.08224;0.765;8.2;0.38;5.3;16.45;0.67;33.5;0.26;MG;5
ODH-06;189727.626;8439177.791;3688.772427;49.58;1.19;0.03521;0.11318;1.34;8.5;2.17;6.6;70;0.98;166;0.61;MG;5
ODH-06;189726.7033;8439178.815;3687.393569;4.6;1.63;0.00354;0.15594;1.56;5.1;15;9.6;697.1;2.05;153;1.25;FLL;2
ODH-06;189725.4732;8439180.182;3685.555091;9.56;4.68;0.01953;0.13682;1.77;4.7;15;9.8;492;1.38;129;1.23;INT;3
ODH-06;189724.1483;8439181.653;3683.575192;15;19.45;0.0624;0.13236;1.525;5.05;2.305;3.5;76.05;0.49;50;0.815;INT;3
ODH-06;189722.7289;8439183.23;3681.453872;12;10.97;0.02104;0.1365;1.605;4.65;15;9.25;456.05;0.955;83.5;1.445;INT;3
ODH-06;189721.6643;8439184.412;3679.862881;12.48;7.78;0.01884;0.16728;2.37;7.2;15;9.3;472;2.29;242;2.15;INT;3
ODH-06;189720.6471;8439185.542;3678.342602;19.81;11.2;0.02714;0.1752;2.3;10.2;11.8;7.2;179.9;1.51;301;1.4;INT;3
ODH-07;189796.671;8438977.004;3759.583;63.12;0.085;0.08009;0.121675;1.14;0.675;0.15;4.05;13;0.455;83;0.165;SL;7
ODH-07;189796.671;8438977.004;3756.583;66.642;0.078;0.0081725;0.0862175;0.63;0.25;0.098;2.25;11.05;0.095;35.5;0.09;MG;5
ODH-07;189796.671;8438977.004;3753.583;67.865;0.115;0.00412;0.07889;0.64;0.25;0.075;1.75;11.4;0.155;23;0.105;MG;5
ODH-07;189796.671;8438977.004;3750.583;67.055;0.06;0.02836;0.077365;0.89;0.25;0.085;2.05;11.3;0.28;36.5;0.095;MG;5
ODH-07;189796.671;8438977.004;3747.583;60.335;1.13;0.349115;0.083685;1.925;0.425;0.045;1.75;10.25;0.255;30;0.06;MG;5
ODH-07;189796.671;8438977.004;3744.583;63.015;1.51;0.27368;0.089135;1.305;0.25;0.035;1.075;12.55;0.093;59;0.085;MG;5
ODH-07;189796.671;8438977.004;3741.583;64.465;0.025;0.063375;0.083375;0.845;0.25;0.06;2.8;7.55;0.3;21.5;0.115;MG;5
ODH-07;189796.671;8438977.004;3738.583;55.96;0.02;0.05725;0.127335;1.74;0.475;0.995;8.6;19.35;1.785;35.5;0.4;MG;5
ODH-07;189796.671;8438977.004;3735.583;56.405;0.04;0.285465;0.126845;1.985;1.35;0.215;15.7;12.8;1.2;43;0.35;MG;5
ODH-07;189796.671;8438977.004;3732.583;58.64;0.015;0.597925;0.179735;1.745;0.875;0.14;9.8;13.65;0.5;33;0.24;MG;5
ODH-07;189796.671;8438977.004;3729.583;58.985;0.023;0.1219625;0.1409675;1.48;0.9;0.195;3.45;12.7;1.028;26;0.243;MG;5
ODH-07;189796.671;8438977.004;3726.583;53.395;0.02;0.149195;0.168065;2.1;1.625;0.2;6.75;33.35;0.885;122;0.905;MG;5
ODH-07;189796.671;8438977.004;3723.583;55.705;1;0.130735;0.117235;1.155;0.95;0.9;3.9;16.8;1.275;62.5;0.665;MG;5
ODH-07;189796.671;8438977.004;3720.333;16.45;0.59;0.026;0.332;5.99;8.3;2.42;11.2;174.2;4.78;431;3.71;INT;3
ODH-07;189796.671;8438977.004;3716.833;5.53;0.09;0.02664;0.31306;6.29;10;7.23;29.1;226;1.13;913;4.62;INT;3
ODH-07;189796.671;8438977.004;3714.383;56.93;0.55;0.09694;0.12654;1.59;1.4;0.15;6.1;17.8;1.43;85;0.91;INT;3
ODH-07;189796.671;8438977.004;3712.383;6.18;0.33;0.02211;0.39392;6.87;10.6;7.76;30;279.3;2.26;412;2.93;INT;3
ODH-07;189796.671;8438977.004;3709.583;61.305;0.375;0.04058;0.090805;1.1;0.825;0.145;6.7;16;0.012;33.5;0.245;MG;5
ODH-07;189796.671;8438977.004;3706.583;60.75;1.27;0.06459;0.084635;1.165;0.725;0.08;4;14.4;0.472;50.5;0.53;MG;5
ODH-07;189796.671;8438977.004;3703.583;62.93;0.615;0.05791;0.080115;1.08;0.525;0.045;2.85;7.1;0.43;41.5;0.375;MG;5
ODH-07;189796.671;8438977.004;3700.583;64.84;1.85;0.05919;0.076075;0.77;0.25;0.065;3.3;8.05;0.005;21.5;0.15;MG;5
ODH-07;189796.671;8438977.004;3697.583;60.7;2.49;0.082215;0.105255;1.405;0.825;0.095;5.65;15.7;0.212;73;0.485;MG;5
ODH-07;189796.671;8438977.004;3694.583;62.5;3.638;0.1033925;0.09929;0.9;0.25;0.158;5.375;8.55;0.143;17.25;0.228;MG;5
ODH-07;189796.671;8438977.004;3691.583;50.91;3.695;0.053475;0.114155;1.525;1.075;3.02;7.5;35.75;0.9;58;0.51;MG;5
ODH-07;189796.671;8438977.004;3688.583;17.31;1.045;0.019245;0.21052;3.63;4.95;10.115;11.1;158.1;2.36;180.5;1.595;MG;5
ODH-07;189796.671;8438977.004;3685.583;40.885;4.005;0.09433;0.19427;2.345;2.2;3.99;7.75;62;1.27;105.5;0.815;MG;5
ODH-07;189796.671;8438977.004;3682.583;56.255;3.3;0.0609;0.121995;0.935;0.375;2.335;4.3;22.05;0.355;36.5;0.285;MG;5
ODH-07;189796.671;8438977.004;3680.333;55.75;3.17;0.28328;0.11016;1.07;0.8;2.9;4.5;20;0.11;37;0.18;MG;5
ODH-07;189796.671;8438977.004;3678.533;39.64;2.41;0.36399;0.14763;2.44;2.9;3.97;6.8;57;1.94;65;0.98;MG;5
ODH-07;189796.671;8438977.004;3674.783;2.62;0.21;0.00364;0.2984;5.94;9;6.36;16.5;134.6;5.21;81;1.65;MG;5
ODH-07;189796.671;8438977.004;3669.433;5.75;4.09;0.00663;0.29907;4.37;6.5;11.32;12.7;173.3;2.4;87;1.45;MG;5
ODH-07;189796.671;8438977.004;3665.283;24;1.465;0.050675;0.259585;4;6.1;5.77;8.65;228.85;3.685;254;2.63;MG;5
ODH-07;189796.671;8438977.004;3662.783;49.33;3.89;0.11874;0.15726;1.63;2;3.5;7.5;52.5;1.01;110;0.75;MG;5
ODH-07;189796.671;8438977.004;3660.283;16.5;0.955;0.0422;0.271885;4.4;8;4.035;10.8;97.85;7.405;144;2.89;MG;5
ODH-07;189796.671;8438977.004;3657.283;21.787;2.805;0.084105;0.2334875;3.62;6.525;3.518;9.85;62.3;7.422;271.5;2.735;MG;5
ODH-07;189796.671;8438977.004;3654.998;29.13;3.15;0.09531;0.20526;3.52;4.3;3.19;9.7;179.2;3.97;169;1.62;MG;5
ODH-07;189796.671;8438977.004;3653.463;34.96;3.08;0.09457;0.18868;2.34;4;2.69;5.8;26.9;4.49;82;1.69;MG;5
ODH-07;189796.671;8438977.004;3651.648;23.75;1.72;0.05102;0.23591;3.75;5.5;3.01;8.7;48.2;7.1;255;2.82;MG;5
ODH-07;189796.671;8438977.004;3649.083;7.1;0.21;0.02289;0.20979;4.51;6.6;4.23;12.8;112;8.27;484;3.36;MG;5
ODH-07;189796.671;8438977.004;3646.083;29.45;1.725;0.071115;0.226065;3.65;4.75;2.655;6.45;55.2;6.03;143;2.64;MG;5
ODH-07;189796.671;8438977.004;3642.783;10.63;0.55;0.02324;0.25036;4.85;6.7;4.11;8.3;103.2;8.56;340;3.42;MG;5
ODH-07;189796.671;8438977.004;3640.483;39.04;1.63;0.05593;0.17497;2.32;3.6;3.39;8.8;60;2.83;392;1.51;MG;5
ODH-07;189796.671;8438977.004;3638.908;30.89;1.12;0.05273;0.22036;2.95;6;3.21;12.1;72.4;4.69;471;1.99;MG;5
ODH-07;189796.671;8438977.004;3636.208;3.74;0.23;0.01492;0.37479;5.17;9;6.2;26.9;102;6.77;234;3.08;MG;5
ODH-07;189796.671;8438977.004;3633.083;46.885;3.485;0.088125;0.15789;1.51;2.05;3.16;6.95;29.05;1.55;56;0.68;MG;5
ODH-07;189796.671;8438977.004;3630.083;53.305;3.265;0.09175;0.105555;1.275;0.8;2.73;5.65;28.7;0.75;49;0.415;MG;5
ODH-07;189796.671;8438977.004;3627.083;42.72;3.03;0.086205;0.14562;2.14;2.4;3.85;7.95;54.15;2.01;122;1.245;MG;5
ODH-07;189796.671;8438977.004;3624.083;37.325;3.365;0.0784625;0.150105;2.508;2.8;4.665;7.925;112.9;2.137;176.25;1.608;MG;5
ODH-07;189796.671;8438977.004;3621.083;56.575;4.385;0.127425;0.097675;1.2;0.25;1.93;6.85;28.85;0.435;70;0.415;MG;5
ODH-07;189796.671;8438977.004;3618.083;58.81;4.515;0.12337;0.08313;0.945;0.25;1.5;5.5;19.55;0.005;40.5;0.165;MG;5
ODH-07;189796.671;8438977.004;3615.083;61.96;4.245;0.119665;0.09143;0.925;0.25;1.36;4.8;15.55;0.005;35;0.135;MG;5
ODH-07;189796.671;8438977.004;3612.083;61.685;3.925;0.134185;0.093395;0.98;0.375;1.19;5.5;19.6;0.005;39.5;0.175;MG;5
ODH-07;189796.671;8438977.004;3609.283;42.67;2.041;0.0578971;0.183184;2.539;3.067;1.974;7.363;150.973;2.579;111.904;1.73;MG;5
ODH-07;189796.671;8438977.004;3603.608;9.68;1.93;0.06025;0.30802;5.78;8.3;2.44;9.7;138.1;10.29;127;4.67;INT;3
ODH-07;189796.671;8438977.004;3596.858;13.04;1.44;0.06903;0.2658;4.93;7.8;3.45;10.3;109.5;9.09;142;4.17;INT;3
ODH-07;189796.671;8438977.004;3592.283;21.99;2.57;0.04646;0.2235;3.24;4.7;5.62;7.8;67.5;4.74;110;2.27;INT;3
ODH-08;189796.2725;8438977.731;3758.201514;60.87;0.05;0.07405;0.11102;1.94;0.25;0.14;4.7;14.9;1.24;57;0.2;MG;5
ODH-08;189794.884;8438979.273;3754.607508;63.03;0.01;0.07462;0.07379;1.4;0.25;0.07;2.5;12;0.65;28;0.07;MG;5
ODH-08;189794.1313;8438980.109;3752.658951;62.895;0.005;0.089435;0.08758;1.305;0.25;0.08;1.65;8.2;0.995;22;0.125;MG;5
ODH-08;189793.1276;8438981.224;3750.060875;62.257;0.01;0.063755;0.0788875;0.918;0.25;0.06;1.925;6.725;1.085;22.75;0.072;MG;5
ODH-08;189792.1239;8438982.339;3747.462799;56.35;0.008;0.052135;0.098945;1.92;0.25;0.11;2.85;14.25;1.475;50.5;0.28;MG;5
ODH-08;189791.1202;8438983.454;3744.864722;60.17;0.008;0.166805;0.113615;1.54;0.25;0.205;4.4;10.5;1.715;28.5;0.135;MG;5
ODH-08;189790.1165;8438984.568;3742.266646;58.25;0.16;0.295625;0.11641;2.045;0.25;0.14;1.6;9.65;1.66;42;0.165;MG;5
ODH-08;189789.1128;8438985.683;3739.66857;61.68;0.008;0.07418;0.10252;1.205;0.25;0.065;1.55;6.4;1.57;32;0.105;MG;5
ODH-08;189788.1091;8438986.798;3737.070494;54.515;0.008;0.26607;0.16046;2.445;0.525;0.23;8.6;19.9;1.385;67;0.52;MG;5
ODH-08;189787.1054;8438987.912;3734.472418;54.62;0.02;0.184675;0.12293;2.37;0.25;0.195;5.7;14.5;1.175;62;0.555;MG;5
ODH-08;189786.3359;8438988.767;3732.480559;59.46;0.08;0.09081;0.09788;1.53;0.25;0.24;5.7;9.6;0.88;37;0.28;MG;5
ODH-08;189785.6835;8438989.492;3730.79181;8.03;0.05;0.09143;0.28736;6.83;7.7;1.65;19;170.1;4.9;395;4.76;MG;5
ODH-08;189785.0311;8438990.216;3729.10306;53.75;0.04;0.15101;0.10768;1.88;0.25;1.27;2.9;10.8;2.38;66;0.67;MG;5
ODH-08;189784.4456;8438990.866;3727.587516;5.54;0.65;0.01431;0.33292;8.02;8.9;5.58;14.2;157.9;5.27;420;4.09;MG;5
ODH-08;189783.6259;8438991.777;3725.465753;60.955;0.32;0.059065;0.087265;1.335;0.25;0.205;5.25;36.4;0.56;43.5;0.47;MG;5
ODH-08;189782.7059;8438992.799;3723.084184;40.978;0.644;0.087156;0.233508;4.24;3.58;1.61;12.52;103.08;2.482;221.2;2.086;MG;5
ODH-08;189781.9531;8438993.635;3721.135626;14.38;1.25;0.0445;0.35977;7.01;9;6.51;15.2;264.7;4.11;267;3.15;MG;5
ODH-08;189781.3676;8438994.285;3719.620082;43.82;0.06;0.06966;0.1645;3.34;2.3;2.28;9.5;84.8;0.98;208;1.73;MG;5
ODH-08;189780.4559;8438995.297;3717.260163;5.73;0.09;0.02069;0.38037;8.15;10;7.22;24.3;343.6;4.2;439;4.19;SK;6
ODH-08;189779.1344;8438996.765;3713.839362;5.49;0.01;0.07016;0.4081;7.84;11;1.12;24.9;292.1;0.35;1180;6.65;SK;6
ODH-08;189777.9718;8438998.056;3710.829924;59.52;0.755;0.103575;0.097445;1.85;0.25;0.105;3.95;15.45;0.15;41.5;0.245;MG;5
ODH-08;189776.9681;8438999.171;3708.231848;59.785;0.535;0.097395;0.08449;2.125;0.25;0.09;7.4;12.95;0.21;30.5;0.24;MG;5
ODH-08;189775.9644;8439000.286;3705.633772;57.235;0.16;0.117265;0.10298;2.07;0.25;0.15;10.7;37.5;0.23;75.5;0.705;MG;5
ODH-08;189775.1949;8439001.14;3703.641913;60.33;0.05;0.09367;0.10865;1.64;0.25;0.17;8.3;15.8;0.34;30;0.41;MG;5
ODH-08;189774.3518;8439002.077;3701.459529;4.69;0.35;0.04671;0.42987;8.98;11.7;5.07;25.7;332.3;1.92;690;6.25;INT;3
ODH-08;189773.2745;8439003.273;3698.670927;53.615;4.575;0.12981;0.119995;2.07;0.25;2.175;6.8;28.45;1.935;57;0.57;MG;5
ODH-08;189772.2708;8439004.388;3696.072851;37.155;2.735;0.082695;0.223165;4.275;3.65;4.175;12.45;115.2;2.35;194;2.165;MG;5
ODH-08;189771.2671;8439005.503;3693.474775;37.565;3.06;0.0783775;0.1930575;4.035;2.6;4.432;7.7;39.7;3.175;86.5;1.84;MG;5
ODH-08;189770.2634;8439006.617;3690.876699;58.19;2.18;0.053675;0.1184;1.575;0.25;2.36;5.85;24.8;1.32;55.5;0.49;MG;5
ODH-08;189769.2597;8439007.732;3688.278623;47.375;3.87;0.14176;0.196505;3.195;1.55;2.86;6.9;40.8;2.395;148.5;1.525;MG;5
ODH-08;189768.256;8439008.847;3685.680546;62.575;4.23;0.14451;0.108045;1.21;0.25;0.635;6.6;19.4;0.975;45;0.285;MG;5
ODH-08;189767.2523;8439009.962;3683.08247;53.915;3.42;0.13275;0.13208;2.01;0.25;1.6;6.85;25.1;1.935;70;0.755;MG;5
ODH-08;189766.2486;8439011.076;3680.484394;48.445;3.465;0.128745;0.167905;2.925;1.675;1.565;7.1;74.25;2.03;212.5;1.645;MG;5
ODH-08;189765.2449;8439012.191;3677.886318;52.13;4.98;0.161745;0.18817;2.915;1.175;0.625;7.4;22.9;2.375;81;1.025;MG;5
ODH-08;189764.2412;8439013.306;3675.288241;50.87;3.705;0.12326;0.17616;3.245;0.625;0.68;7.4;53.45;2.15;148;1.235;MG;5
ODH-08;189763.2375;8439014.42;3672.690165;55.545;3.605;0.10998;0.14268;2.53;0.475;0.525;6.5;29.35;1.9;81.5;0.97;MG;5
ODH-08;189762.2338;8439015.535;3670.092089;53.005;3.57;0.123855;0.1555;2.435;0.25;0.795;6.15;41.75;2.015;90;1.045;MG;5
ODH-08;189761.2301;8439016.65;3667.494013;36.745;2.77;0.069295;0.2331875;4.848;4.2;2.765;8.725;426.625;2.938;364;3.397;MG;5
ODH-08;189760.2264;8439017.765;3664.895937;52;4.74;0.12672;0.19026;3.55;2.075;2.61;5.75;84.95;1.935;132.5;1.335;MG;5
ODH-08;189759.2227;8439018.879;3662.29786;40.285;3;0.087195;0.188215;3.925;3.075;4.415;9.95;119.1;1.85;204;1.535;MG;5
ODH-08;189758.219;8439019.994;3659.699784;11.34;1.13;0.0368;0.24479;7.53;6.85;9.29;12.9;420.25;2.055;396.5;3.82;MG;5
ODH-08;189757.4662;8439020.83;3657.751227;47.07;3.01;0.11046;0.12053;3.09;0.9;3.77;7.5;47.7;1.28;78;0.77;FLL;2
ODH-08;189756.854;8439021.51;3656.166401;15.32;1.16;0.03137;0.39314;8.61;11.7;7.47;13.8;272.6;1.99;261;2.52;INT;3
ODH-09;189861.86;8438936.184;3727.844;43.41;0.03;0.0731;0.18188;3.83;19.3;0.55;9.3;46.5;2.41;171;1.03;SL;7
ODH-09;189861.86;8438936.184;3724.594;21.23;0.01;0.1;0.28765;6.03;18.3;1.14;17.2;101.2;3.3;228;1.46;SL;7
ODH-09;189861.86;8438936.184;3722.094;57.025;0.03;0.121195;0.08939;1.47;18.35;0.535;8.1;20.65;0.88;56.5;0.3;MG;5
ODH-09;189861.86;8438936.184;3719.094;58.57;0.075;0.085915;0.09734;1.44;19;0.68;7.4;30.65;0.835;113.5;0.44;MG;5
ODH-09;189861.86;8438936.184;3716.094;63.21;0.04;0.060935;0.050035;0.92;20.55;0.51;5.55;18.15;0.35;82;0.14;MG;5
ODH-09;189861.86;8438936.184;3713.094;63.07;0.088;0.03608;0.0551225;1.06;20.975;0.483;5.2;16.825;0.405;66.25;0.205;MG;5
ODH-09;189861.86;8438936.184;3710.094;58.425;0.08;0.092555;0.08243;1.535;20.95;0.52;6.35;19.95;0.85;104;0.38;MG;5
ODH-09;189861.86;8438936.184;3707.094;60.05;0.18;0.130555;0.089625;1.54;21.6;0.57;6.75;21.45;0.59;138;0.33;MG;5
ODH-09;189861.86;8438936.184;3704.094;61.995;0.125;0.065;0.076645;1.21;19.95;0.65;7.2;24.7;0.6;101.5;0.25;MG;5
ODH-09;189861.86;8438936.184;3701.094;62.8;0.08;0.0552683;0.0518433;0.98;20.017;0.5;4.967;15.2;0.385;94;0.142;MG;5
ODH-09;189861.86;8438936.184;3698.094;62.985;0.065;0.077505;0.06579;0.95;19.9;0.505;5;17.7;0.36;105.5;0.14;MG;5
ODH-09;189861.86;8438936.184;3695.094;60.55;0.725;0.155275;0.04982;1.635;16.65;0.405;3.95;12.35;0.32;68.5;0.12;MG;5
ODH-09;189861.86;8438936.184;3692.094;59.08;3.26;0.407095;0.07175;1.365;20.5;0.445;7.2;11.65;0.545;28.5;0.165;MG;5
ODH-09;189861.86;8438936.184;3689.094;53.68;3.235;0.071985;0.1376;1.515;17.4;0.59;12.75;17.15;1.51;93.5;0.645;MG;5
ODH-09;189861.86;8438936.184;3686.094;53.245;3.49;0.09818;0.129085;1.48;18.1;0.645;6.35;19.85;1.45;89;0.695;MG;5
ODH-09;189861.86;8438936.184;3683.094;53.378;3.438;0.09305;0.1332075;1.332;17.125;0.685;6.1;30.05;1.06;102;0.735;MG;5
ODH-09;189861.86;8438936.184;3680.844;54.48;2.84;0.04947;0.12047;1.03;17.9;0.67;4.3;13.3;1.05;33;0.32;MG;5
ODH-09;189861.86;8438936.184;3678.944;49.74;3.54;0.09618;0.14955;1.82;17.1;0.73;5.8;27.1;1.61;96;0.85;MG;5
ODH-09;189861.86;8438936.184;3676.294;29.835;2.8;0.0889;0.25845;3.72;18.95;4.545;9;283.05;3.455;275.5;2.165;MG;5
ODH-09;189861.86;8438936.184;3673.294;44.01;3.745;0.098055;0.162785;2.325;18.6;2.63;7.35;71.3;2.035;148;1.445;MG;5
ODH-09;189861.86;8438936.184;3670.294;37.525;2.865;0.079885;0.150835;2.48;15.85;4.72;8.6;107.5;1.735;174.5;1.305;INT;3
ODH-09;189861.86;8438936.184;3667.294;41.135;3.64;0.112885;0.15008;2.15;15.45;4.425;8.75;82.9;1.38;129;0.99;INT;3
ODH-09;189861.86;8438936.184;3664.294;37.97;3.555;0.1101;0.119495;1.825;14.7;6.95;7.25;80.1;1.315;95.5;0.89;MG;5
ODH-09;189861.86;8438936.184;3662.044;39.24;4.58;0.08036;0.13775;2.04;13.8;5.5;7.6;68.4;1.76;127;1.17;MG;5
