DDH;ESTE_X;NORTE_Y;COTA_Z;Fe;S;Cu;MET;Al;Sc;Ca;Y;Sr;Mg;Ba;K;Litologia;Lito_code
ODH-70;189112.5931;8438659.145;3441.418021;56.765;3.14;0.096265;0.103495;1.61;0.25;2.175;4.9;30.35;1.305;67.5;0.3;MG;5
ODH-70;189111.0167;8438657.726;3439.2967;58.053;3.502;0.1442175;0.0894275;1.132;0.25;2.385;3.9;23.875;0.948;53.75;0.222;MG;5
ODH-70;189109.8344;8438656.661;3437.70571;59.52;3.6;0.17448;0.08343;1.13;0.25;2.25;4;22.2;0.86;51;0.18;MG;5
ODH-70;189108.6783;8438655.621;3436.150075;43.686;2.369;0.0791179;0.1149283;2.007;0.9;4.227;4.755;31.921;2.206;69.276;0.839;MG;5
ODH-70;189107.1544;8438654.248;3434.099465;44.09;2.638;0.0761071;0.0922838;1.925;0.591;4.534;6.6;28.281;1.848;54.483;0.708;MG;5
ODH-70;189105.6042;8438652.853;3432.0135;56.155;4.45;0.124805;0.09656;1.045;0.25;2.42;5.65;17.95;1.005;49.5;0.305;MG;5
ODH-70;189104.0278;8438651.433;3429.89218;61.325;4.66;0.14507;0.0906;1.01;0.25;1.505;4.1;17.3;0.915;60;0.26;MG;5
ODH-70;189102.4513;8438650.014;3427.77086;58.245;3.46;0.10975;0.080345;1.29;0.25;2.165;4.45;19.25;1.17;55.5;0.295;MG;5
ODH-70;189100.8749;8438648.594;3425.649539;60.315;3.96;0.125975;0.08043;0.975;0.25;1.62;4.2;14.8;0.87;34;0.16;MG;5
ODH-70;189099.2984;8438647.175;3423.528219;62.01;4.815;0.13571;0.083065;0.91;0.25;1.61;4.65;14.6;0.66;39;0.095;MG;5
ODH-70;189097.722;8438645.755;3421.406899;62.025;4.25;0.145485;0.07836;1.05;0.25;1.405;4.7;22.1;0.765;48;0.155;MG;5
ODH-70;189096.1455;8438644.336;3419.285578;60.75;3.878;0.11272;0.07958;0.98;0.25;1.768;5.4;17.175;0.725;36.25;0.137;MG;5
ODH-70;189094.5691;8438642.917;3417.164258;62.35;4.355;0.115425;0.0832;1.025;0.25;1.505;5.7;17.7;0.79;56;0.12;MG;5
ODH-70;189092.9926;8438641.497;3415.042938;62.235;4.79;0.158315;0.07425;1.015;0.25;1.365;5.4;14.65;0.875;50.5;0.17;MG;5
ODH-70;189091.4162;8438640.078;3412.921617;58.02;4.335;0.12;0.0905;1.435;0.25;1.585;6.1;20.9;1.39;62.5;0.395;MG;5
ODH-70;189089.8397;8438638.658;3410.800297;56.11;4.76;0.147935;0.0966;1.79;0.25;1.65;6.15;19.65;1.555;69;0.57;MG;5
ODH-70;189088.2633;8438637.239;3408.678977;55.53;4.25;0.13504;0.095465;1.67;0.25;2.015;5.25;20.6;1.48;64;0.475;MG;5
ODH-70;189086.6868;8438635.819;3406.557656;59.765;3.825;0.104655;0.07361;1.065;0.25;1.815;4.65;16.1;0.825;39;0.22;MG;5
ODH-70;189085.1104;8438634.4;3404.436336;61;4.165;0.12679;0.082085;0.94;0.25;1.4;4.5;15.9;0.74;38;0.14;MG;5
ODH-70;189083.534;8438632.98;3402.315016;59.705;4.205;0.167865;0.08214;1.195;0.25;1.245;4.95;15.25;0.975;41;0.3;MG;5
ODH-70;189081.9575;8438631.561;3400.193695;57.4;4.378;0.1173375;0.0952725;1.232;0.25;1.542;4.875;14;1.285;40.5;0.39;MG;5
ODH-70;189080.6438;8438630.378;3398.425928;55.05;4.07;0.13386;0.09937;1.45;0.25;2.04;4.8;16.6;1.5;53;0.59;MG;5
ODH-70;189079.5928;8438629.432;3397.011715;49.7;4.03;0.09266;0.15772;1.74;0.25;2.4;6.1;33.2;2.12;83;0.94;MG;5
ODH-70;189078.5419;8438628.486;3395.597501;9.62;1.09;0.03215;0.47108;9;16;3.32;16.3;395.6;3.62;478;3.38;SK;6
ODH-70;189077.4909;8438627.539;3394.183288;7.26;0.375;0.01097;0.507605;8.395;17.25;4.34;17.65;434.55;2.87;380;3.385;SK;6
ODH-72;189156.414;8438668.513;3611.668;13.32;0.12;0.03926;0.27473;4.55;5.8;9.87;11.5;92.6;4.26;115;1.79;SK;6
ODH-72;189156.414;8438668.513;3484.618;19.05;0.3;0.05736;0.26772;3.63;4.3;7.47;12;56.8;5.34;113;2.08;SK;6
ODH-72;189156.414;8438668.513;3482.968;51.09;1.34;0.06369;0.19348;1.33;0.25;4.02;5.8;27.1;1.28;53;0.44;MG;5
ODH-72;189156.414;8438668.513;3481.368;49.77;2.31;0.06283;0.22446;1.54;0.25;3.33;6.5;39.8;1.61;66;0.35;MG;5
ODH-72;189156.414;8438668.513;3479.718;52.99;4.01;0.11633;0.19079;1.52;0.25;1.73;6.4;43.4;1.82;97;0.29;MG;5
ODH-72;189156.414;8438668.513;3477.568;15.349;0.953;0.0240535;0.2342135;5;7.269;5.033;11.235;253.838;4.034;463.615;3.801;INT;3
ODH-72;189156.414;8438668.513;3475.168;4.81;0.555;0.03421;0.31985;6.665;8.6;6.615;13.25;275.45;5.205;163;2.425;SK;6
ODH-72;189156.414;8438668.513;3472.768;47.405;2.8;0.096685;0.131965;2.245;0.575;2.32;4.7;37.1;2.975;63.5;0.87;MG;5
ODH-72;189156.414;8438668.513;3470.018;25.742;2.543;0.1024221;0.2545817;4.847;5.555;4.134;7.255;89.055;4.825;158.655;2.15;MG;5
ODH-72;189156.414;8438668.513;3467.668;53.5;4.4;0.13336;0.12661;1.42;0.25;2.48;3.8;28.3;1.69;42;0.45;MG;5
ODH-72;189156.414;8438668.513;3465.818;42.32;2.28;0.05647;0.15952;2.99;1.2;1.96;4.4;68.1;3.87;84;0.95;MG;5
ODH-72;189156.414;8438668.513;3463.418;30.263;2.311;0.0861317;0.2289966;4.114;4.667;3.228;9.341;219.224;4.094;208;1.939;SK;6
ODH-72;189156.414;8438668.513;3460.468;53.445;3.785;0.13363;0.122155;1.7;0.25;1.845;5.35;33.95;2;73.5;0.465;MG;5
ODH-72;189156.414;8438668.513;3457.468;51.175;3.665;0.101005;0.113465;1.77;0.25;3.2;5.35;31.6;2.035;73.5;0.775;MG;5
ODH-72;189156.414;8438668.513;3454.468;38.343;3.64;0.1135967;0.1855933;3.193;2.283;3.563;6.033;67.833;2.723;169.333;1.487;MG;5
ODH-72;189156.414;8438668.513;3451.468;48.755;3.53;0.101685;0.10813;1.675;0.25;3.34;6.4;45.2;1.46;118;0.63;MG;5
ODH-72;189156.414;8438668.513;3448.468;41.855;3.545;0.117565;0.14741;2.77;1.025;3.46;5.45;31.3;3.07;76;1.465;MG;5
ODH-72;189156.414;8438668.513;3445.468;43.942;4.218;0.1122375;0.2013475;2.72;0.375;2.482;6.55;68.7;2.117;239;0.975;MG;5
ODH-72;189156.414;8438668.513;3442.468;50.22;4.285;0.110145;0.14889;1.94;0.25;2.635;5.95;43.85;1.51;158;0.615;MG;5
ODH-72;189156.414;8438668.513;3439.468;54.07;3.355;0.109075;0.087075;0.985;0.25;3.385;4.05;26.7;0.775;53;0.175;MG;5
ODH-72;189156.414;8438668.513;3437.168;49.98;4.06;0.15046;0.08135;1.49;0.25;3.38;4.1;33.2;1.42;49;0.24;MG;5
ODH-72;189156.414;8438668.513;3435.018;29.51;2.28;0.08022;0.15783;3.43;2.3;5.54;5.8;38.1;5.05;181;1.77;SK;6
ODH-72;189156.414;8438668.513;3432.168;48.635;3.775;0.12913;0.08572;1.425;0.25;3.885;6.35;31.75;1.55;45;0.58;MG;5
ODH-72;189156.414;8438668.513;3429.643;31.66;3.11;0.09235;0.09618;3.34;0.9;5.5;8.9;101;3.4;484;1.86;SK;6
ODH-72;189156.414;8438668.513;3427.843;50.8;2.36;0.06146;0.09174;1.45;0.25;3.92;7;24.4;1.73;45;0.62;MG;5
ODH-72;189156.414;8438668.513;3425.568;58.5;4.82;0.12303;0.094595;1.07;0.25;2.24;4.05;22.9;0.93;75.5;0.225;MG;5
ODH-72;189156.414;8438668.513;3422.568;56.04;4.185;0.12062;0.091115;1.25;0.25;2.855;4.8;23.2;1.21;39;0.325;MG;5
ODH-72;189156.414;8438668.513;3419.568;58.515;4.405;0.117355;0.080295;0.995;0.25;2.26;4.55;18.55;0.94;30.5;0.22;MG;5
ODH-72;189156.414;8438668.513;3416.568;56.495;4.038;0.10731;0.0844725;1.28;0.25;2.092;4.675;17.55;1.32;33.5;0.412;MG;5
ODH-72;189156.414;8438668.513;3413.568;54.415;4.365;0.12531;0.110005;1.02;0.25;1.36;5.05;17.5;0.85;47;0.16;MG;5
ODH-72;189156.414;8438668.513;3410.568;57.525;4.17;0.13192;0.123885;1.12;0.25;2.07;4.85;21.1;1.075;36.5;0.215;MG;5
ODH-72;189156.414;8438668.513;3407.568;55.84;3.695;0.110815;0.102725;0.975;0.25;3.13;6.2;19.55;0.935;35;0.195;MG;5
ODH-72;189156.414;8438668.513;3404.568;53.325;3.31;0.084895;0.08518;1.11;0.25;3.445;5.65;27.2;1.01;70;0.195;MG;5
ODH-72;189156.414;8438668.513;3401.568;62.34;3.32;0.097375;0.07293;0.91;0.25;1.695;3.25;16.55;0.665;38.5;0.14;MG;5
ODH-72;189156.414;8438668.513;3398.568;50.75;2.37;0.072075;0.13487;2.03;0.25;2.705;4.7;33.15;2.19;69;0.735;MG;5
ODH-72;189156.414;8438668.513;3395.568;58.345;4.365;0.14081;0.09513;1.185;0.25;1.815;6;29.4;1.205;74.5;0.285;MG;5
ODH-72;189156.414;8438668.513;3392.568;52.865;4.305;0.12281;0.11756;2.315;0.575;1.68;6.25;33.6;1.705;129;0.755;MG;5
ODH-72;189156.414;8438668.513;3389.568;58.255;3.9;0.10267;0.08186;1.205;0.25;2.135;5.85;22.75;1.125;43.5;0.28;MG;5
ODH-72;189156.414;8438668.513;3386.568;60.81;5.1;0.129365;0.07797;0.978;0.25;1.9;4.8;17.975;0.765;37;0.11;MG;5
ODH-72;189156.414;8438668.513;3383.568;58.59;4.42;0.122605;0.07778;1.19;0.25;2.145;4.8;18.55;0.96;42;0.165;MG;5
ODH-72;189156.414;8438668.513;3380.568;57.36;3.385;0.095435;0.07141;0.97;0.25;3.17;5.75;21.8;0.765;30;0.11;MG;5
ODH-72;189156.414;8438668.513;3377.668;56.559;4.37;0.1392575;0.1734271;0.961;0.25;2.823;4.914;20.954;0.766;37.714;0.143;MG;5
ODH-72;189156.414;8438668.513;3374.768;59.98;4.295;0.108015;0.09438;1.12;0.25;1.73;4.2;18.45;0.88;41;0.175;MG;5
ODH-72;189156.414;8438668.513;3371.768;60.965;4.74;0.12815;0.091015;1.025;0.25;1.625;5.3;20.2;0.825;44;0.13;MG;5
ODH-72;189156.414;8438668.513;3368.768;61.855;5.19;0.153875;0.08612;1.03;0.25;1.275;5.35;15.8;0.74;34;0.115;MG;5
ODH-72;189156.414;8438668.513;3365.768;56.635;3.635;0.10768;0.094685;1.29;0.25;2.385;5.05;22.05;1.25;46;0.36;MG;5
ODH-72;189156.414;8438668.513;3362.768;56.69;4.155;0.12603;0.088395;1.165;0.25;2.25;4.8;20;1.08;41;0.31;MG;5
ODH-72;189156.414;8438668.513;3359.768;50.11;3.842;0.104795;0.151075;1.948;0.25;2.722;6;49.925;1.272;154;0.622;MG;5
ODH-72;189156.414;8438668.513;3357.518;57.33;4.18;0.13965;0.09764;1.49;0.25;1.72;4.4;26.7;1.51;80;0.49;MG;5
ODH-72;189156.414;8438668.513;3355.768;43.51;3.64;0.07985;0.15282;2.87;1.3;3.48;7.1;99.1;2.69;156;1.66;MG;5
ODH-72;189156.414;8438668.513;3352.668;5.73;2.12;0.04277;0.28821;6.33;7.7;5.14;22.7;292.4;4.98;594;3.84;SK;6
ODH-73;189583.192;8438828.744;3622.838;59.76;3.58;0.09456;0.09631;1.21;0.25;0.7;7.1;9.9;2.42;39;0.37;MG;5
ODH-73;189583.192;8438828.744;3618.588;61;5.04;0.16047;0.10242;1.09;0.25;0.42;6.1;9;2.15;30;0.24;MG;5
ODH-73;189583.192;8438828.744;3616.988;59.93;3.4;0.09731;0.0834;1.16;0.25;1.07;5.3;9.8;2.77;35;0.3;MG;5
ODH-73;189583.192;8438828.744;3615.388;50.69;3.94;0.08045;0.11114;1.96;0.25;1;5.9;8.7;4.87;132;1.07;MG;5
ODH-73;189583.192;8438828.744;3613.788;53.96;2.72;0.0814;0.08363;1.37;0.25;2.24;4.6;13;3.44;73;0.41;MG;5
ODH-73;189583.192;8438828.744;3612.188;54.92;3.57;0.08711;0.07463;1.26;0.25;3.28;4;14.2;2.59;41;0.34;MG;5
ODH-73;189583.192;8438828.744;3610.038;50.325;3.194;0.0857881;0.0954785;1.842;0.25;3.253;3.767;21.478;3.596;104.111;0.798;MG;5
ODH-73;189583.192;8438828.744;3608.163;53.46;1.88;0.08911;0.06395;1.2;0.25;3.83;4.7;16.4;2.46;46;0.33;MG;5
ODH-73;189583.192;8438828.744;3606.263;5.3;1.29;0.05767;0.36513;6.81;9.3;6.71;22.8;306.6;5.86;359;2.62;SK;6
ODH-73;189583.192;8438828.744;3603.513;8.09;2.24;0.05277;0.26994;4.67;6.9;6.36;28.3;193.1;4.15;628;3.73;SK;6
ODH-73;189583.192;8438828.744;3601.363;52.76;2.85;0.09678;0.0883;1.59;0.25;2.2;7.7;20.3;3.06;80;0.99;MG;5
ODH-73;189583.192;8438828.744;3599.088;54.35;3.69;0.13377;0.090495;1.385;0.25;2.315;4.95;17.85;2.405;93.5;0.735;MG;5
ODH-73;189583.192;8438828.744;3596.088;53.37;4.435;0.130475;0.107705;1.725;0.25;1.955;7.9;19.15;2.5;77;0.945;MG;5
ODH-73;189583.192;8438828.744;3593.838;54.19;5.77;0.12708;0.08391;1.11;0.25;3.15;4.6;23.3;1.65;46;0.51;MG;5
ODH-73;189583.192;8438828.744;3592.338;56.41;3.995;0.09849;0.068115;0.925;0.25;3.43;6.2;26.55;1.01;25.5;0.29;MG;5
ODH-73;189583.192;8438828.744;3590.713;44.08;14.1;0.10553;0.08706;0.85;0.25;6.59;5.6;59.9;1.05;108;0.34;MG;5
ODH-73;189583.192;8438828.744;3588.963;20.91;9.75;0.03701;0.05654;0.75;0.25;15;5;144.4;0.62;326;0.32;MAR;4
ODH-73;189583.192;8438828.744;3586.588;48.07;10.645;0.10841;0.085085;0.91;0.25;5.475;5.65;45.3;0.84;44;0.285;MG;5
ODH-73;189583.192;8438828.744;3584.638;45.39;12.8;0.1313;0.09423;1.19;0.25;5.71;5.6;78.3;0.84;56;0.52;MG;5
ODH-73;189583.192;8438828.744;3582.388;12.69;11.1;0.05107;0.21589;4.25;6.4;13.59;8;394.3;1.53;234;2.4;SK;6
ODH-73;189583.192;8438828.744;3578.788;6.12;4.82;0.01415;0.25395;5.37;6.6;13.73;6.9;280.8;0.34;392;2.16;SK;6
ODH-73;189583.192;8438828.744;3575.188;5.15;4.98;0.00764;0.11891;2.52;3.4;15;5.6;206.8;0.58;280;1.36;SK;6
ODH-73;189583.192;8438828.744;3572.363;1.09;0.55;0.00183;0.03579;0.69;1.2;15;4.1;258.9;0.46;51;0.4;MAR;4
ODH-73;189583.192;8438828.744;3569.263;10;10.2;0.02582;0.07575;1.53;1.7;15;5.6;165.8;0.62;77;0.72;SK;6
ODH-73;189583.192;8438828.744;3565.138;15.56;15.6;0.03113;0.12364;2.46;2.7;14;7.7;144.1;0.9;197;1.09;SK;6
ODH-73;189583.192;8438828.744;3561.038;14.3;12.6;0.02512;0.10857;1.99;1.5;15;6.1;135.3;0.79;520;0.89;SK;6
ODH-73;189583.192;8438828.744;3556.938;20.07;17.7;0.02898;0.10885;1.31;1.4;14.58;6.3;99.2;0.61;64;0.61;SK;6
ODH-73;189583.192;8438828.744;3552.863;16.6;12.1;0.02236;0.17861;3.86;4.3;10.46;10;183.7;1.15;298;2.29;SK;6
ODH-73;189583.192;8438828.744;3550.063;27.53;3.73;0.06738;0.15461;3.02;3;8.47;8.4;103.7;3.07;99;1.17;MG;5
ODH-73;189583.192;8438828.744;3547.788;28.635;3.445;0.066995;0.16442;3.175;3;6.635;7.85;90.3;3.12;103;1.3;MG;5
ODH-73;189583.192;8438828.744;3545.538;30.82;2.33;0.08198;0.13543;3.81;2.8;5.45;12.6;66.2;3.14;83;0.74;MG;5
ODH-73;189583.192;8438828.744;3543.938;32.57;2.08;0.07684;0.191625;4.275;3.55;4.11;22;81.1;3.155;87;0.625;MG;5
ODH-73;189583.192;8438828.744;3541.588;54.505;5.205;0.110115;0.09912;1.405;0.25;3.23;4.4;29.15;1.16;38;0.43;MG;5
ODH-73;189583.192;8438828.744;3538.588;55.945;4.71;0.11902;0.098345;1.27;0.25;2.975;3.85;25.05;1.105;50.5;0.345;MG;5
ODH-73;189583.192;8438828.744;3535.588;59.14;3.54;0.0728;0.098655;1.165;0.25;2.215;3.55;25.45;1.015;343.5;0.305;MG;5
ODH-73;189583.192;8438828.744;3532.588;56.82;3.53;0.251205;0.09851;0.97;0.25;3.555;3.2;26.35;0.825;108.5;0.255;MG;5
ODH-73;189583.192;8438828.744;3529.588;55.63;3.725;0.07729;0.125175;1.54;0.25;2.645;5.1;27.3;1.43;68;0.545;MG;5
ODH-73;189583.192;8438828.744;3526.813;56.073;3.172;0.1742112;0.1208353;1.722;0.25;2.395;6.635;26.071;1.26;26.647;0.363;MG;5
ODH-73;189583.192;8438828.744;3525.013;48.11;0.88;0.11367;0.11017;2.43;1.2;3.48;8.5;69.4;1.43;63;0.49;MG;5
ODH-73;189583.192;8438828.744;3518.138;2.34;1.77;0.0121;0.13659;1.6;2.1;15;4.4;1081.9;0.7;417;1.2;MAR;4
ODH-73;189583.192;8438828.744;3500.488;1.69;1.38;0.00271;0.06153;1.66;2;15;4.3;1182.3;0.53;1836;1.38;MAR;4
ODH-73;189583.192;8438828.744;3488.263;33.307;25.17;0.1156159;0.1053686;1.471;0.25;8.002;5.597;105.219;0.825;65.595;0.511;SK;6
ODH-73;189583.192;8438828.744;3481.163;3.97;3.91;0.00903;0.11017;2.43;2.7;15;5;752.3;0.42;1248;2.17;MAR;4
ODH-73;189583.192;8438828.744;3473.538;47.159;13.784;0.0899662;0.0816186;0.892;0.25;5.989;5.341;38.203;0.652;22.759;0.09;SK;6
ODH-73;189583.192;8438828.744;3470.588;56.625;4.47;0.129335;0.090705;1.055;0.25;4.085;8.5;31.65;0.78;41;0.095;MG;5
ODH-73;189583.192;8438828.744;3467.588;57.41;4.055;0.12141;0.09835;1.15;0.25;2.55;9.15;20.8;0.95;54;0.17;MG;5
ODH-73;189583.192;8438828.744;3464.588;57.275;4.26;0.11528;0.088055;0.925;0.25;3.645;7.15;23.95;0.805;33.5;0.125;MG;5
ODH-73;189583.192;8438828.744;3462.338;53.97;4.27;0.10904;0.09959;1.05;0.25;4.24;6.6;29.4;1.17;35;0.31;MG;5
ODH-73;189583.192;8438828.744;3460.213;36.558;4.384;0.122176;0.208338;3.24;1.95;5.956;9.96;97.64;2.31;153.4;1.328;MG;5
ODH-73;189583.192;8438828.744;3457.313;2.22;1.41;0.00321;0.07474;1.13;1.2;15;2.5;289.2;0.65;50;0.78;MAR;4
ODH-73;189583.192;8438828.744;3454.288;47.57;6.305;0.162835;0.08831;1.14;0.25;5.36;3.3;43.45;1.48;24;0.325;MG;5
ODH-73;189583.192;8438828.744;3451.288;42.71;6.185;0.142455;0.114745;2.12;0.425;5.67;4.85;66.8;1.545;115.5;1.01;MG;5
ODH-73;189583.192;8438828.744;3448.313;55.554;2.876;0.1525575;0.114881;1.544;0.25;2.719;4.405;22.154;1.551;33.949;0.634;MG;5
ODH-73;189583.192;8438828.744;3445.163;5.58;0.58;0.02576;0.44186;9.53;12.4;5.44;17;455.1;2.28;704;4.57;SK;6
ODH-73;189583.192;8438828.744;3441.988;57.665;3.07;0.2698075;0.090675;1.302;0.25;2.162;3.275;18.4;1.505;31.75;0.548;MG;5
ODH-73;189583.192;8438828.744;3438.988;60.44;5.02;0.02056;0.08917;0.92;0.25;1.585;3.25;13.55;0.985;29;0.26;MG;5
ODH-73;189583.192;8438828.744;3435.988;52.015;3.475;0.08334;0.08469;1.425;0.25;3.21;2.75;26;2.45;49.5;0.505;MG;5
ODH-73;189583.192;8438828.744;3432.988;53.99;2.995;0.088955;0.07891;1.28;0.25;2.6;3.5;20.15;1.715;43;0.465;MG;5
ODH-73;189583.192;8438828.744;3429.988;53.865;1.97;0.07188;0.062775;1.195;0.25;2.51;4.2;17;1.6;51;0.465;MG;5
ODH-73;189583.192;8438828.744;3426.988;52.515;3.5;0.105715;0.06483;1.065;0.25;2.35;4.35;20.1;1.505;34.5;0.29;MG;5
ODH-73;189583.192;8438828.744;3424.738;52.67;2.64;0.08224;0.08849;1.3;0.25;2.47;2.9;24.1;1.78;50;0.48;MG;5
ODH-73;189583.192;8438828.744;3422.913;41.23;2.61;0.06157;0.09203;2.03;0.25;6.86;3;63;2.58;47;0.68;MG;5
ODH-75;189575.769;8438697.92;3570.511;9.146;0.344;0.0132892;0.4134536;10.156;12.316;4.674;17.48;407.688;2.555;971.76;4.136;SK;6
ODH-75;189575.769;8438697.92;3561.661;59.45;4.055;0.114595;0.126065;1.165;0.25;1.085;11.1;22.3;1.285;52.5;0.18;MG;5
ODH-75;189575.769;8438697.92;3558.661;57.622;4.302;0.1447525;0.122355;1.09;0.25;2.618;7.075;64.7;1.32;187;0.342;MG;5
ODH-75;189575.769;8438697.92;3555.736;54.517;3.704;0.1332463;0.1009237;1.302;0.25;3.092;7.921;29.337;1.933;419.684;0.653;MG;5
ODH-75;189575.769;8438697.92;3553.636;55.13;3.47;0.07947;0.09677;1.74;0.25;2.19;7.2;25.1;1.81;79;0.37;MG;5
ODH-76;189304.502;8438668.766;3596.175;4.58;0.2;0.01467;0.25647;5.2;7.1;9.14;19.4;158.8;4.19;498;1.77;SK;6
ODH-76;189304.502;8438668.766;3538.825;26.13;0.5;0.0987;0.20114;1.82;3;9.07;14.1;50.9;2.52;25;0.36;INT;3
ODH-76;189304.502;8438668.766;3535.1;51.775;1.985;0.130595;0.156405;1.24;0.575;3.63;6.75;24.15;1.61;27;0.355;MG;5
ODH-76;189304.502;8438668.766;3532.85;66.74;1.41;0.05492;0.09762;1.49;0.6;1.18;3.7;10.7;1.76;13;0.24;MG;5
ODH-76;189304.502;8438668.766;3531.15;52.64;3.03;0.12209;0.11304;1.52;0.7;1.82;7.4;15.2;1.69;26;0.15;MG;5
ODH-76;189304.502;8438668.766;3528.025;6.9;2.34;0.03294;0.24313;4.77;7.1;8.96;20.1;297.9;2.05;560;4.43;INT;3
ODH-76;189304.502;8438668.766;3524.275;41.04;2.87;0.09018;0.16693;2.45;3.1;3.63;12.9;52.9;1.6;120;0.97;SK;6
ODH-76;189304.502;8438668.766;3521.2;54.188;4.72;0.1981775;0.1145675;1.575;0.975;1.792;6;16.95;1.675;54.25;0.63;MG;5
ODH-76;189304.502;8438668.766;3518.2;52.76;2.53;0.11719;0.138655;1.85;1.55;0.88;7.6;14.05;2.125;21;0.38;MG;5
ODH-76;189304.502;8438668.766;3515.2;44.39;3.97;0.12693;0.147855;2.165;2.3;3.58;8.5;39.9;1.98;54.5;0.96;MG;5
ODH-76;189304.502;8438668.766;3512.2;52.085;2.62;0.07291;0.13547;1.81;0.85;1.25;5.45;12.55;2.61;55.5;1.1;MG;5
ODH-76;189304.502;8438668.766;3509.2;56.67;3.86;0.07903;0.09237;0.965;0.475;1.915;5.7;13.55;1.155;16;0.31;MG;5
ODH-76;189304.502;8438668.766;3506.2;53.8;4.26;0.110915;0.1268;1.555;1.325;2.125;6.15;15.75;1.695;56;0.52;MG;5
ODH-76;189304.502;8438668.766;3503.2;50.745;3.975;0.093895;0.088975;1.57;0.475;2.87;6.25;17.65;1.525;28;0.235;MG;5
ODH-76;189304.502;8438668.766;3500.2;56.475;3.965;0.21162;0.10151;1.185;0.375;1.76;3.75;11.85;1.39;43;0.41;MG;5
ODH-76;189304.502;8438668.766;3497.2;56.9;3.21;0.15195;0.10669;1.395;0.875;1.975;4.7;15.4;1.285;32.5;0.5;MG;5
ODH-76;189304.502;8438668.766;3494.2;35.198;2.328;0.05712;0.1432875;2.82;1.325;4.205;6.775;29.5;4.062;109.5;1.68;MG;5
ODH-76;189304.502;8438668.766;3491.2;57.35;3.255;0.176635;0.074615;1.24;0.25;2.52;3.7;15.1;1.085;21.5;0.18;MG;5
ODH-76;189304.502;8438668.766;3488.2;59.765;3.885;0.191695;0.10733;0.9;0.25;1.835;4.75;13.65;0.81;14.5;0.07;MG;5
ODH-76;189304.502;8438668.766;3485.2;61.295;4.225;0.04662;0.103655;0.79;0.25;1.575;3.85;9.55;0.59;12;0.055;MG;5
ODH-76;189304.502;8438668.766;3482.2;59.36;3.325;0.062435;0.097885;0.81;0.25;2.06;4.95;39.25;0.675;299;0.035;MG;5
ODH-76;189304.502;8438668.766;3479.2;60.315;3.955;0.116905;0.075585;0.795;0.25;2.405;3.7;15.6;0.605;105;0.06;MG;5
ODH-76;189304.502;8438668.766;3476.2;60.29;3.42;0.133365;0.105805;0.78;0.25;2.195;4.85;14.2;0.705;32.5;0.065;MG;5
ODH-76;189304.502;8438668.766;3473.2;56.77;2.765;0.089775;0.10688;0.73;0.25;3.83;4.8;24.35;0.595;92.5;0.05;MG;5
ODH-76;189304.502;8438668.766;3470.2;58.645;4.045;0.14757;0.130055;0.675;0.25;2.675;4.65;19.8;0.62;30;0.07;MG;5
ODH-76;189304.502;8438668.766;3467.2;57.075;3.335;0.058405;0.09232;0.77;0.25;2.58;3.95;20.35;0.685;27;0.085;MG;5
ODH-76;189304.502;8438668.766;3464.2;57.47;5.072;0.0575425;0.105635;0.967;0.25;2.432;4.375;18;0.685;36.5;0.097;MG;5
ODH-76;189304.502;8438668.766;3461.2;60.345;3.305;0.08178;0.07534;1.345;0.25;2.14;4.4;17.1;0.59;82.5;0.11;MG;5
ODH-76;189304.502;8438668.766;3458.2;59.695;5.36;0.1825;0.07056;0.795;0.25;2.335;3.95;15.5;0.475;53;0.075;MG;5
ODH-76;189304.502;8438668.766;3455.2;55.49;3.755;0.06936;0.0924;1.105;0.25;2.755;4.15;19.4;0.74;47.5;0.095;MG;5
ODH-76;189304.502;8438668.766;3452.2;53.45;3.165;0.060425;0.08287;1.115;0.425;4.04;5.8;30.2;0.91;74.5;0.115;MG;5
ODH-76;189304.502;8438668.766;3449.2;55.535;2.7;0.13034;0.095935;1.28;0.25;2.42;6.85;31.55;1.22;80;0.13;MG;5
ODH-76;189304.502;8438668.766;3446.95;52.49;2.68;0.11523;0.11146;1.42;0.8;2.99;5.9;35.8;1.52;145;0.12;MG;5
ODH-76;189304.502;8438668.766;3445.275;56.52;3.92;0.23449;0.08095;0.97;0.25;2.9;5.9;30.9;0.8;108;0.11;MG;5
ODH-76;189304.502;8438668.766;3442.345;33.75;1.96;0.09981;0.14882;2.56;2.5;6.86;5.9;60.9;2.37;90;0.95;SK;6
ODH-76;189304.502;8438668.766;3439.295;49.49;2.62;0.08731;0.10303;1.36;1.1;4.84;3.4;35.7;1.15;76;0.29;MG;5
ODH-76;189304.502;8438668.766;3437.35;9.43;0.73;0.02053;0.30769;5.69;8.2;7.49;10.4;172.3;3.44;267;3.72;SK;6
ODH-76;189304.502;8438668.766;3434.95;49.62;2.595;0.04787;0.08172;1.45;0.475;4.32;3.85;30.6;1.24;115.5;0.385;MG;5
ODH-76;189304.502;8438668.766;3431.95;57.723;4.395;0.0652625;0.0862175;0.995;0.25;2.492;3.4;22.025;0.822;72.5;0.112;MG;5
ODH-76;189304.502;8438668.766;3428.95;50.855;3.625;0.033485;0.09369;1.595;0.25;3.13;4.3;32.1;1.585;115.5;0.42;MG;5
